年,路線方向,路段,交流道,縣市,進出口,週類別,交通輛數
2018,國1高架北向,非主線資料,下塔悠,臺北市,出口,週2-4,9757
2018,國1高架北向,非主線資料,下塔悠,臺北市,出口,週六,6874
2018,國1高架北向,非主線資料,下塔悠,臺北市,出口,週日,6562
2018,國1南向,非主線資料,下營系統,雲林縣,出口,週2-4,2958
2018,國1南向,非主線資料,下營系統,雲林縣,進口,週2-4,6873
2018,國1北向,非主線資料,下營系統,雲林縣,出口,週2-4,6730
2018,國1北向,非主線資料,下營系統,雲林縣,進口,週2-4,2861
2018,國1南向,非主線資料,下營系統,雲林縣,出口,週六,3975
2018,國1南向,非主線資料,下營系統,雲林縣,進口,週六,8587
2018,國1北向,非主線資料,下營系統,雲林縣,出口,週六,8194
2018,國1北向,非主線資料,下營系統,雲林縣,進口,週六,3536
2018,國1南向,非主線資料,下營系統,雲林縣,出口,週日,4049
2018,國1南向,非主線資料,下營系統,雲林縣,進口,週日,8999
2018,國1北向,非主線資料,下營系統,雲林縣,出口,週日,8679
2018,國1北向,非主線資料,下營系統,雲林縣,進口,週日,4024
2018,國3南向,非主線資料,中和,新北市,出口,週2-4,25153
2018,國3南向,非主線資料,中和,新北市,進口,週2-4,35742
2018,國3北向,非主線資料,中和,新北市,出口,週2-4,33863
2018,國3北向,非主線資料,中和,新北市,進口,週2-4,23204
2018,國3南向,非主線資料,中和,新北市,出口,週六,23890
2018,國3南向,非主線資料,中和,新北市,進口,週六,37861
2018,國3北向,非主線資料,中和,新北市,出口,週六,36201
2018,國3北向,非主線資料,中和,新北市,進口,週六,23005
2018,國3南向,非主線資料,中和,新北市,出口,週日,22540
2018,國3南向,非主線資料,中和,新北市,進口,週日,34145
2018,國3北向,非主線資料,中和,新北市,出口,週日,35945
2018,國3北向,非主線資料,中和,新北市,進口,週日,20564
2018,國3南向,非主線資料,中埔,嘉義縣,出口,週2-4,4847
2018,國3南向,非主線資料,中埔,嘉義縣,進口,週2-4,5322
2018,國3北向,非主線資料,中埔,嘉義縣,出口,週2-4,4883
2018,國3北向,非主線資料,中埔,嘉義縣,進口,週2-4,4779
2018,國3南向,非主線資料,中埔,嘉義縣,出口,週六,7064
2018,國3南向,非主線資料,中埔,嘉義縣,進口,週六,7497
2018,國3北向,非主線資料,中埔,嘉義縣,出口,週六,7876
2018,國3北向,非主線資料,中埔,嘉義縣,進口,週六,6022
2018,國3南向,非主線資料,中埔,嘉義縣,出口,週日,6449
2018,國3南向,非主線資料,中埔,嘉義縣,進口,週日,9227
2018,國3北向,非主線資料,中埔,嘉義縣,出口,週日,8249
2018,國3北向,非主線資料,中埔,嘉義縣,進口,週日,7169
2018,國1南向,非主線資料,中壢,桃園市,出口,週2-4,15958
2018,國1南向,非主線資料,中壢,桃園市,"進口1-民族路,中環",週2-4,11070
2018,國1南向,非主線資料,中壢,桃園市,進口2-新屋,週2-4,5000
2018,國1北向,非主線資料,中壢,桃園市,出口,週2-4,17018
2018,國1北向,非主線資料,中壢,桃園市,進口,週2-4,15692
2018,國1南向,非主線資料,中壢,桃園市,出口,週六,14650
2018,國1南向,非主線資料,中壢,桃園市,"進口1-民族路,中環",週六,12106
2018,國1南向,非主線資料,中壢,桃園市,進口2-新屋,週六,4670
2018,國1北向,非主線資料,中壢,桃園市,出口,週六,17302
2018,國1北向,非主線資料,中壢,桃園市,進口,週六,14562
2018,國1南向,非主線資料,中壢,桃園市,出口,週日,12836
2018,國1南向,非主線資料,中壢,桃園市,"進口1-民族路,中環",週日,11222
2018,國1南向,非主線資料,中壢,桃園市,進口2-新屋,週日,3726
2018,國1北向,非主線資料,中壢,桃園市,出口,週日,15912
2018,國1北向,非主線資料,中壢,桃園市,進口,週日,12667
2018,國1高架南向,非主線資料,中壢轉接道,桃園市,出口,週2-4,"15,264"
2018,國1高架南向,非主線資料,中壢轉接道,桃園市,進口,週2-4,"12,450"
2018,國1高架北向,非主線資料,中壢轉接道,桃園市,出口,週2-4,16214
2018,國1高架北向,非主線資料,中壢轉接道,桃園市,進口,週2-4,19884
2018,國1高架南向,非主線資料,中壢轉接道,桃園市,出口,週六,"19,726"
2018,國1高架南向,非主線資料,中壢轉接道,桃園市,進口,週六,"17,193"
2018,國1高架北向,非主線資料,中壢轉接道,桃園市,出口,週六,15987
2018,國1高架北向,非主線資料,中壢轉接道,桃園市,進口,週六,20367
2018,國1高架南向,非主線資料,中壢轉接道,桃園市,出口,週日,"15,262"
2018,國1高架南向,非主線資料,中壢轉接道,桃園市,進口,週日,"12,448"
2018,國1高架北向,非主線資料,中壢轉接道,桃園市,出口,週日,22158
2018,國1高架北向,非主線資料,中壢轉接道,桃園市,進口,週日,25390
2018,國3南向,非主線資料,中投,臺中市,出口,週2-4,9307
2018,國3南向,非主線資料,中投,臺中市,進口,週2-4,10105
2018,國3北向,非主線資料,中投,臺中市,出口,週2-4,12283
2018,國3北向,非主線資料,中投,臺中市,進口,週2-4,8985
2018,國3南向,非主線資料,中投,臺中市,出口,週六,8768
2018,國3南向,非主線資料,中投,臺中市,進口,週六,12180
2018,國3北向,非主線資料,中投,臺中市,出口,週六,13313
2018,國3北向,非主線資料,中投,臺中市,進口,週六,8393
2018,國3南向,非主線資料,中投,臺中市,出口,週日,7418
2018,國3南向,非主線資料,中投,臺中市,進口,週日,10536
2018,國3北向,非主線資料,中投,臺中市,出口,週日,13069
2018,國3北向,非主線資料,中投,臺中市,進口,週日,7959
2018,國3南向,非主線資料,中港系統,臺中市,出口,週2-4,14705
2018,國3南向,非主線資料,中港系統,臺中市,進口,週2-4,5430
2018,國3北向,非主線資料,中港系統,臺中市,出口,週2-4,6309
2018,國3北向,非主線資料,中港系統,臺中市,進口,週2-4,14428
2018,國4東向,非主線資料,中港系統,臺中市,出口1-國3南,週2-4,2311
2018,國4東向,非主線資料,中港系統,臺中市,出口2-國3北,週2-4,3815
2018,國4東向,非主線資料,中港系統,臺中市,進口,週2-4,10715
2018,國4西向,非主線資料,中港系統,臺中市,出口1-國3北,週2-4,10797
2018,國4西向,非主線資料,中港系統,臺中市,出口2-國3南,週2-4,4234
2018,國4西向,非主線資料,中港系統,臺中市,進口1-國3南,週2-4,4296
2018,國4西向,非主線資料,中港系統,臺中市,進口2-國3北,週2-4,1876
2018,國3南向,非主線資料,中港系統,臺中市,出口,週六,16295
2018,國3南向,非主線資料,中港系統,臺中市,進口,週六,5928
2018,國3北向,非主線資料,中港系統,臺中市,出口,週六,6509
2018,國3北向,非主線資料,中港系統,臺中市,進口,週六,15132
2018,國4東向,非主線資料,中港系統,臺中市,出口1-國3南,週六,2580
2018,國4東向,非主線資料,中港系統,臺中市,出口2-國3北,週六,3768
2018,國4東向,非主線資料,中港系統,臺中市,進口,週六,11988
2018,國4西向,非主線資料,中港系統,臺中市,出口1-國3北,週六,11547
2018,國4西向,非主線資料,中港系統,臺中市,出口2-國3南,週六,4454
2018,國4西向,非主線資料,中港系統,臺中市,進口1-國3南,週六,4524
2018,國4西向,非主線資料,中港系統,臺中市,進口2-國3北,週六,2024
2018,國3南向,非主線資料,中港系統,臺中市,出口,週日,15125
2018,國3南向,非主線資料,中港系統,臺中市,進口,週日,5477
2018,國3北向,非主線資料,中港系統,臺中市,出口,週日,6249
2018,國3北向,非主線資料,中港系統,臺中市,進口,週日,16052
2018,國4東向,非主線資料,中港系統,臺中市,出口1-國3南,週日,2539
2018,國4東向,非主線資料,中港系統,臺中市,出口2-國3北,週日,3840
2018,國4東向,非主線資料,中港系統,臺中市,進口,週日,11663
2018,國4西向,非主線資料,中港系統,臺中市,出口1-國3北,週日,12229
2018,國4西向,非主線資料,中港系統,臺中市,出口2-國3南,週日,4221
2018,國4西向,非主線資料,中港系統,臺中市,進口1-國3南,週日,4450
2018,國4西向,非主線資料,中港系統,臺中市,進口2-國3北,週日,2078
2018,國3南向,非主線資料,中興,南投縣,出口,週2-4,10796
2018,國3南向,非主線資料,中興,南投縣,進口,週2-4,5399
2018,國3北向,非主線資料,中興,南投縣,出口,週2-4,5503
2018,國3北向,非主線資料,中興,南投縣,進口,週2-4,12169
2018,國3南向,非主線資料,中興,南投縣,出口,週六,9934
2018,國3南向,非主線資料,中興,南投縣,進口,週六,6158
2018,國3北向,非主線資料,中興,南投縣,出口,週六,5956
2018,國3北向,非主線資料,中興,南投縣,進口,週六,10932
2018,國3南向,非主線資料,中興,南投縣,出口,週日,9106
2018,國3南向,非主線資料,中興,南投縣,進口,週日,5451
2018,國3北向,非主線資料,中興,南投縣,出口,週日,6149
2018,國3北向,非主線資料,中興,南投縣,進口,週日,10554
2018,國3南向,非主線資料,中興系統,南投縣,出口,週2-4,9779
2018,國3南向,非主線資料,中興系統,南投縣,進口,週2-4,4629
2018,國3北向,非主線資料,中興系統,南投縣,出口,週2-4,5027
2018,國3北向,非主線資料,中興系統,南投縣,進口,週2-4,9830
2018,國3南向,非主線資料,中興系統,南投縣,出口,週六,12453
2018,國3南向,非主線資料,中興系統,南投縣,進口,週六,6003
2018,國3北向,非主線資料,中興系統,南投縣,出口,週六,5842
2018,國3北向,非主線資料,中興系統,南投縣,進口,週六,11691
2018,國3南向,非主線資料,中興系統,南投縣,出口,週日,11995
2018,國3南向,非主線資料,中興系統,南投縣,進口,週日,6060
2018,國3北向,非主線資料,中興系統,南投縣,出口,週日,6731
2018,國3北向,非主線資料,中興系統,南投縣,進口,週日,13599
2018,國3南向,非主線資料,九如,屏東縣,出口,週2-4,9741
2018,國3南向,非主線資料,九如,屏東縣,進口,週2-4,2322
2018,國3北向,非主線資料,九如,屏東縣,出口,週2-4,2452
2018,國3北向,非主線資料,九如,屏東縣,進口,週2-4,9575
2018,國3南向,非主線資料,九如,屏東縣,出口,週六,11214
2018,國3南向,非主線資料,九如,屏東縣,進口,週六,2644
2018,國3北向,非主線資料,九如,屏東縣,出口,週六,2774
2018,國3北向,非主線資料,九如,屏東縣,進口,週六,10224
2018,國3南向,非主線資料,九如,屏東縣,出口,週日,10760
2018,國3南向,非主線資料,九如,屏東縣,進口,週日,2507
2018,國3北向,非主線資料,九如,屏東縣,出口,週日,2870
2018,國3北向,非主線資料,九如,屏東縣,進口,週日,10985
2018,國1南向,非主線資料,五堵,新北市,出口,週2-4,7415
2018,國1南向,非主線資料,五堵,新北市,進口,週2-4,10482
2018,國1北向,非主線資料,五堵,新北市,出口,週2-4,10607
2018,國1北向,非主線資料,五堵,新北市,"進口1-中油油庫,6.8環道",週2-4,220
2018,國1北向,非主線資料,五堵,新北市,進口2-5甲,週2-4,7650
2018,國1南向,非主線資料,五堵,新北市,出口,週六,6424
2018,國1南向,非主線資料,五堵,新北市,進口,週六,9008
2018,國1北向,非主線資料,五堵,新北市,出口,週六,9396
2018,國1北向,非主線資料,五堵,新北市,"進口1-中油油庫,6.8環道",週六,175
2018,國1北向,非主線資料,五堵,新北市,進口2-5甲,週六,6826
2018,國1南向,非主線資料,五堵,新北市,出口,週日,6179
2018,國1南向,非主線資料,五堵,新北市,進口,週日,7768
2018,國1北向,非主線資料,五堵,新北市,出口,週日,8083
2018,國1北向,非主線資料,五堵,新北市,"進口1-中油油庫,6.8環道",週日,190
2018,國1北向,非主線資料,五堵,新北市,進口2-5甲,週日,5900
2018,國1南向,非主線資料,五甲,高雄市,出口-貨櫃車專用,週2-4,4703
2018,國1南向,非主線資料,五甲,高雄市,進口,週2-4,11183
2018,國1北向,非主線資料,五甲,高雄市,出口,週2-4,9687
2018,國1北向,非主線資料,五甲,高雄市,進口-貨櫃車專用,週2-4,2336
2018,國1南向,非主線資料,五甲,高雄市,出口-貨櫃車專用,週六,3072
2018,國1南向,非主線資料,五甲,高雄市,進口,週六,11191
2018,國1北向,非主線資料,五甲,高雄市,出口,週六,9532
2018,國1北向,非主線資料,五甲,高雄市,進口-貨櫃車專用,週六,2249
2018,國1南向,非主線資料,五甲,高雄市,出口-貨櫃車專用,週日,2070
2018,國1南向,非主線資料,五甲,高雄市,進口,週日,10172
2018,國1北向,非主線資料,五甲,高雄市,出口,週日,8421
2018,國1北向,非主線資料,五甲,高雄市,進口-貨櫃車專用,週日,2253
2018,國1南向,非主線資料,五甲系統,高雄市,出口,週2-4,36850
2018,國1南向,非主線資料,五甲系統,高雄市,出口,週六,38561
2018,國1南向,非主線資料,五甲系統,高雄市,出口,週日,35186
2018,國1北向,非主線資料,五甲系統暨南華路進口,高雄市,進口,週2-4,46868
2018,國1北向,非主線資料,五甲系統暨南華路進口,高雄市,進口,週六,50842
2018,國1北向,非主線資料,五甲系統暨南華路進口,高雄市,進口,週日,51090
2018,國1南向,非主線資料,五股及五股轉接道,新北市,出口,週2-4,39500
2018,國1南向,非主線資料,五股及五股轉接道,新北市,進口1-高架,週2-4,49825
2018,國1南向,非主線資料,五股及五股轉接道,新北市,進口2-新五路台64,週2-4,51101
2018,國1北向,非主線資料,五股及五股轉接道,新北市,出口1-台64新五路,週2-4,49733
2018,國1北向,非主線資料,五股及五股轉接道,新北市,出口2-高架,週2-4,27229
2018,國1北向,非主線資料,五股及五股轉接道,新北市,進口,週2-4,21068
2018,國1南向,非主線資料,五股及五股轉接道,新北市,出口,週六,39500
2018,國1南向,非主線資料,五股及五股轉接道,新北市,進口1-高架,週六,47053
2018,國1南向,非主線資料,五股及五股轉接道,新北市,進口2-新五路台64,週六,52189
2018,國1北向,非主線資料,五股及五股轉接道,新北市,出口1-台64新五路,週六,48891
2018,國1北向,非主線資料,五股及五股轉接道,新北市,出口2-高架,週六,26249
2018,國1北向,非主線資料,五股及五股轉接道,新北市,進口,週六,19721
2018,國1南向,非主線資料,五股及五股轉接道,新北市,出口,週日,39500
2018,國1南向,非主線資料,五股及五股轉接道,新北市,進口1-高架,週日,46185
2018,國1南向,非主線資料,五股及五股轉接道,新北市,進口2-新五路台64,週日,45951
2018,國1北向,非主線資料,五股及五股轉接道,新北市,出口1-台64新五路,週日,46693
2018,國1北向,非主線資料,五股及五股轉接道,新北市,出口2-高架,週日,22914
2018,國1北向,非主線資料,五股及五股轉接道,新北市,進口,週日,16670
2018,國1高架南向,非主線資料,五股轉接道,新北市,出口1-新五路台64,週2-4,20754
2018,國1高架南向,非主線資料,五股轉接道,新北市,出口2-國1平面,週2-4,29071
2018,國1高架北向,非主線資料,五股轉接道,新北市,進口1-新五路台64,週2-4,30669
2018,國1高架北向,非主線資料,五股轉接道,新北市,進口2-國1平面,週2-4,23887
2018,國1高架南向,非主線資料,五股轉接道,新北市,出口1-新五路台64,週六,25808
2018,國1高架南向,非主線資料,五股轉接道,新北市,出口2-國1平面,週六,21245
2018,國1高架北向,非主線資料,五股轉接道,新北市,進口1-新五路台64,週六,28897
2018,國1高架北向,非主線資料,五股轉接道,新北市,進口2-國1平面,週六,23812
2018,國1高架南向,非主線資料,五股轉接道,新北市,出口1-新五路台64,週日,21269
2018,國1高架南向,非主線資料,五股轉接道,新北市,出口2-國1平面,週日,24916
2018,國1高架北向,非主線資料,五股轉接道,新北市,進口1-新五路台64,週日,23893
2018,國1高架北向,非主線資料,五股轉接道,新北市,進口2-國1平面,週日,23538
2018,國1南向,非主線資料,仁德系統,臺南市,出口,週2-4,16007
2018,國1南向,非主線資料,仁德系統,臺南市,進口,週2-4,16360
2018,國1北向,非主線資料,仁德系統,臺南市,出口,週2-4,15646
2018,國1北向,非主線資料,仁德系統,臺南市,進口,週2-4,15980
2018,國1南向,非主線資料,仁德系統,臺南市,出口,週六,15061
2018,國1南向,非主線資料,仁德系統,臺南市,進口,週六,16018
2018,國1北向,非主線資料,仁德系統,臺南市,出口,週六,15921
2018,國1北向,非主線資料,仁德系統,臺南市,進口,週六,14337
2018,國1南向,非主線資料,仁德系統,臺南市,出口,週日,14166
2018,國1南向,非主線資料,仁德系統,臺南市,進口,週日,14685
2018,國1北向,非主線資料,仁德系統,臺南市,出口,週日,15167
2018,國1北向,非主線資料,仁德系統,臺南市,進口,週日,14592
2018,國10東向,非主線資料,仁武,高雄市,出口,週2-4,17815
2018,國10東向,非主線資料,仁武,高雄市,進口,週2-4,12379
2018,國10西向,非主線資料,仁武,高雄市,出口,週2-4,8268
2018,國10西向,非主線資料,仁武,高雄市,進口,週2-4,18603
2018,國10東向,非主線資料,仁武,高雄市,出口,週六,17572
2018,國10東向,非主線資料,仁武,高雄市,進口,週六,13429
2018,國10西向,非主線資料,仁武,高雄市,出口,週六,8157
2018,國10西向,非主線資料,仁武,高雄市,進口,週六,18097
2018,國10東向,非主線資料,仁武,高雄市,出口,週日,15328
2018,國10東向,非主線資料,仁武,高雄市,進口,週日,12506
2018,國10西向,非主線資料,仁武,高雄市,出口,週日,9069
2018,國10西向,非主線資料,仁武,高雄市,進口,週日,16043
2018,國1南向,非主線資料,內壢,桃園市,出口,週2-4,29693
2018,國1南向,非主線資料,內壢,桃園市,進口1-中壢,週2-4,14863
2018,國1南向,非主線資料,內壢,桃園市,進口2-大園,週2-4,5856
2018,國1北向,非主線資料,內壢,桃園市,出口1-大園,週2-4,4800
2018,國1北向,非主線資料,內壢,桃園市,出口2-中壢,週2-4,16745
2018,國1北向,非主線資料,內壢,桃園市,進口,週2-4,31803
2018,國1南向,非主線資料,內壢,桃園市,出口,週六,27488
2018,國1南向,非主線資料,內壢,桃園市,進口1-中壢,週六,12179
2018,國1南向,非主線資料,內壢,桃園市,進口2-大園,週六,6905
2018,國1北向,非主線資料,內壢,桃園市,出口1-大園,週六,4600
2018,國1北向,非主線資料,內壢,桃園市,出口2-中壢,週六,14590
2018,國1北向,非主線資料,內壢,桃園市,進口,週六,29909
2018,國1南向,非主線資料,內壢,桃園市,出口,週日,25331
2018,國1南向,非主線資料,內壢,桃園市,進口1-中壢,週日,10111
2018,國1南向,非主線資料,內壢,桃園市,進口2-大園,週日,6340
2018,國1北向,非主線資料,內壢,桃園市,出口1-大園,週日,4400
2018,國1北向,非主線資料,內壢,桃園市,出口2-中壢,週日,13465
2018,國1北向,非主線資料,內壢,桃園市,進口,週日,26508
2018,國1南向,非主線資料,內湖,臺北市,出口1-南京,週2-4,18795
2018,國1南向,非主線資料,內湖,臺北市,出口2-成功,週2-4,9187
2018,國1南向,非主線資料,內湖,臺北市,進口,週2-4,19929
2018,國1北向,非主線資料,內湖,臺北市,出口,週2-4,19954
2018,國1北向,非主線資料,內湖,臺北市,進口1-成功,週2-4,10265
2018,國1北向,非主線資料,內湖,臺北市,進口2-南京,週2-4,20470
2018,國1南向,非主線資料,內湖,臺北市,出口1-南京,週六,20150
2018,國1南向,非主線資料,內湖,臺北市,出口2-成功,週六,8614
2018,國1南向,非主線資料,內湖,臺北市,進口,週六,16774
2018,國1北向,非主線資料,內湖,臺北市,出口,週六,16994
2018,國1北向,非主線資料,內湖,臺北市,進口1-成功,週六,9546
2018,國1北向,非主線資料,內湖,臺北市,進口2-南京,週六,21416
2018,國1南向,非主線資料,內湖,臺北市,出口1-南京,週日,18260
2018,國1南向,非主線資料,內湖,臺北市,出口2-成功,週日,7655
2018,國1南向,非主線資料,內湖,臺北市,進口,週日,13915
2018,國1北向,非主線資料,內湖,臺北市,出口,週日,15068
2018,國1北向,非主線資料,內湖,臺北市,進口1-成功,週日,8039
2018,國1北向,非主線資料,內湖,臺北市,進口2-南京,週日,19244
2018,國1南向,非主線資料,八堵,基隆市,進口,週2-4,9027
2018,國1北向,非主線資料,八堵,基隆市,出口,週2-4,7286
2018,國1南向,非主線資料,八堵,基隆市,進口,週六,10785
2018,國1北向,非主線資料,八堵,基隆市,出口,週六,8909
2018,國1南向,非主線資料,八堵,基隆市,進口,週日,11990
2018,國1北向,非主線資料,八堵,基隆市,出口,週日,7950
2018,國6東向,非主線資料,北山,南投縣,出口,週2-4,402
2018,國6西向,非主線資料,北山,南投縣,進口,週2-4,518
2018,國6東向,非主線資料,北山,南投縣,出口,週六,931
2018,國6西向,非主線資料,北山,南投縣,進口,週六,741
2018,國6東向,非主線資料,北山,南投縣,出口,週日,683
2018,國6西向,非主線資料,北山,南投縣,進口,週日,1502
2018,國1南向,非主線資料,北斗,彰化縣,出口,週2-4,11517
2018,國1南向,非主線資料,北斗,彰化縣,進口,週2-4,3694
2018,國1北向,非主線資料,北斗,彰化縣,出口,週2-4,3942
2018,國1北向,非主線資料,北斗,彰化縣,進口,週2-4,10739
2018,國1南向,非主線資料,北斗,彰化縣,出口,週六,12366
2018,國1南向,非主線資料,北斗,彰化縣,進口,週六,4726
2018,國1北向,非主線資料,北斗,彰化縣,出口,週六,4826
2018,國1北向,非主線資料,北斗,彰化縣,進口,週六,11123
2018,國1南向,非主線資料,北斗,彰化縣,出口,週日,11461
2018,國1南向,非主線資料,北斗,彰化縣,進口,週日,4676
2018,國1北向,非主線資料,北斗,彰化縣,出口,週日,5576
2018,國1北向,非主線資料,北斗,彰化縣,進口,週日,10689
2018,國1南向,非主線資料,南屯,臺中市,出口,週2-4,16777
2018,國1南向,非主線資料,南屯,臺中市,進口,週2-4,13605
2018,國1北向,非主線資料,南屯,臺中市,出口,週2-4,15400
2018,國1北向,非主線資料,南屯,臺中市,進口,週2-4,14728
2018,國1南向,非主線資料,南屯,臺中市,出口,週六,17613
2018,國1南向,非主線資料,南屯,臺中市,進口,週六,14798
2018,國1北向,非主線資料,南屯,臺中市,出口,週六,15566
2018,國1北向,非主線資料,南屯,臺中市,進口,週六,14647
2018,國1南向,非主線資料,南屯,臺中市,出口,週日,15525
2018,國1南向,非主線資料,南屯,臺中市,進口,週日,12599
2018,國1北向,非主線資料,南屯,臺中市,出口,週日,15098
2018,國1北向,非主線資料,南屯,臺中市,進口,週日,13539
2018,國3南向,非主線資料,南州,屏東縣,出口,週2-4,10717
2018,國3南向,非主線資料,南州,屏東縣,進口,週2-4,502
2018,國3北向,非主線資料,南州,屏東縣,出口,週2-4,516
2018,國3北向,非主線資料,南州,屏東縣,進口,週2-4,10763
2018,國3南向,非主線資料,南州,屏東縣,出口,週六,16398
2018,國3南向,非主線資料,南州,屏東縣,進口,週六,809
2018,國3北向,非主線資料,南州,屏東縣,出口,週六,618
2018,國3北向,非主線資料,南州,屏東縣,進口,週六,12841
2018,國3南向,非主線資料,南州,屏東縣,出口,週日,14391
2018,國3南向,非主線資料,南州,屏東縣,進口,週日,574
2018,國3北向,非主線資料,南州,屏東縣,出口,週日,600
2018,國3北向,非主線資料,南州,屏東縣,進口,週日,17161
2018,國3南向,非主線資料,南投,南投縣,出口,週2-4,10940
2018,國3南向,非主線資料,南投,南投縣,進口,週2-4,2836
2018,國3北向,非主線資料,南投,南投縣,出口,週2-4,3192
2018,國3北向,非主線資料,南投,南投縣,進口,週2-4,11022
2018,國3南向,非主線資料,南投,南投縣,出口,週六,11171
2018,國3南向,非主線資料,南投,南投縣,進口,週六,3223
2018,國3北向,非主線資料,南投,南投縣,出口,週六,3498
2018,國3北向,非主線資料,南投,南投縣,進口,週六,10880
2018,國3南向,非主線資料,南投,南投縣,出口,週日,9929
2018,國3南向,非主線資料,南投,南投縣,進口,週日,2941
2018,國3北向,非主線資料,南投,南投縣,出口,週日,3794
2018,國3北向,非主線資料,南投,南投縣,進口,週日,10319
2018,國2東向,非主線資料,南桃園,桃園市,出口,週2-4,35716
2018,國2東向,非主線資料,南桃園,桃園市,進口,週2-4,19581
2018,國2西向,非主線資料,南桃園,桃園市,出口,週2-4,19577
2018,國2西向,非主線資料,南桃園,桃園市,進口,週2-4,26770
2018,國2東向,非主線資料,南桃園,桃園市,出口,週六,32520
2018,國2東向,非主線資料,南桃園,桃園市,進口,週六,19500
2018,國2西向,非主線資料,南桃園,桃園市,出口,週六,15961
2018,國2西向,非主線資料,南桃園,桃園市,進口,週六,22932
2018,國2東向,非主線資料,南桃園,桃園市,出口,週日,31437
2018,國2東向,非主線資料,南桃園,桃園市,進口,週日,18800
2018,國2西向,非主線資料,南桃園,桃園市,出口,週日,16754
2018,國2西向,非主線資料,南桃園,桃園市,進口,週日,22666
2018,國3北向,非主線資料,南深路,臺北市,出口,週2-4,3043
2018,國3北向,非主線資料,南深路,臺北市,出口,週六,3441
2018,國3北向,非主線資料,南深路,臺北市,出口,週日,2752
2018,國3南向,非主線資料,南港,臺北市,進口,週2-4,17854
2018,國3北向,非主線資料,南港,臺北市,出口,週2-4,18800
2018,國3南向,非主線資料,南港,臺北市,進口,週六,16348
2018,國3北向,非主線資料,南港,臺北市,出口,週六,15903
2018,國3南向,非主線資料,南港,臺北市,進口,週日,14484
2018,國3北向,非主線資料,南港,臺北市,出口,週日,15741
2018,國3南向,非主線資料,南港系統,臺北市,出口,週2-4,15746
2018,國3南向,非主線資料,南港系統,臺北市,進口,週2-4,11649
2018,國3北向,非主線資料,南港系統,臺北市,出口,週2-4,9113
2018,國3北向,非主線資料,南港系統,臺北市,進口,週2-4,15131
2018,國5南向,非主線資料,南港系統,臺北市,進口,週2-4,24859
2018,國5北向,非主線資料,南港系統,臺北市,出口,週2-4,26780
2018,國3南向,非主線資料,南港系統,臺北市,出口,週六,21722
2018,國3南向,非主線資料,南港系統,臺北市,進口,週六,16627
2018,國3北向,非主線資料,南港系統,臺北市,出口,週六,15358
2018,國3北向,非主線資料,南港系統,臺北市,進口,週六,18677
2018,國5南向,非主線資料,南港系統,臺北市,進口,週六,37081
2018,國5北向,非主線資料,南港系統,臺北市,出口,週六,35304
2018,國3南向,非主線資料,南港系統,臺北市,出口,週日,18572
2018,國3南向,非主線資料,南港系統,臺北市,進口,週日,19232
2018,國3北向,非主線資料,南港系統,臺北市,出口,週日,12410
2018,國3北向,非主線資料,南港系統,臺北市,進口,週日,20727
2018,國5南向,非主線資料,南港系統,臺北市,進口,週日,30982
2018,國5北向,非主線資料,南港系統,臺北市,出口,週日,39959
2018,國3南向,非主線資料,南雲,待核對,出口,週2-4,1789
2018,國3南向,非主線資料,南雲,待核對,進口,週2-4,1835
2018,國3北向,非主線資料,南雲,待核對,出口,週2-4,1812
2018,國3北向,非主線資料,南雲,待核對,進口,週2-4,2267
2018,國3南向,非主線資料,南雲,待核對,出口,週六,2691
2018,國3南向,非主線資料,南雲,待核對,進口,週六,2531
2018,國3北向,非主線資料,南雲,待核對,出口,週六,2631
2018,國3北向,非主線資料,南雲,待核對,進口,週六,2658
2018,國3南向,非主線資料,南雲,待核對,出口,週日,2258
2018,國3南向,非主線資料,南雲,待核對,進口,週日,2727
2018,國3北向,非主線資料,南雲,待核對,出口,週日,2706
2018,國3北向,非主線資料,南雲,待核對,進口,週日,3068
2018,國3南向,非主線資料,古坑,雲林縣,出口,週2-4,314
2018,國3南向,非主線資料,古坑,雲林縣,進口,週2-4,1002
2018,國3北向,非主線資料,古坑,雲林縣,出口,週2-4,1079
2018,國3北向,非主線資料,古坑,雲林縣,進口,週2-4,264
2018,國3南向,非主線資料,古坑,雲林縣,出口,週六,602
2018,國3南向,非主線資料,古坑,雲林縣,進口,週六,1520
2018,國3北向,非主線資料,古坑,雲林縣,出口,週六,1599
2018,國3北向,非主線資料,古坑,雲林縣,進口,週六,446
2018,國3南向,非主線資料,古坑,雲林縣,出口,週日,563
2018,國3南向,非主線資料,古坑,雲林縣,進口,週日,1606
2018,國3北向,非主線資料,古坑,雲林縣,出口,週日,1809
2018,國3北向,非主線資料,古坑,雲林縣,進口,週日,582
2018,國3南向,非主線資料,古坑系統,雲林縣,出口,週2-4,4071
2018,國3南向,非主線資料,古坑系統,雲林縣,進口,週2-4,1992
2018,國3北向,非主線資料,古坑系統,雲林縣,出口,週2-4,1975
2018,國3北向,非主線資料,古坑系統,雲林縣,進口,週2-4,3829
2018,國3南向,非主線資料,古坑系統,雲林縣,出口,週六,6257
2018,國3南向,非主線資料,古坑系統,雲林縣,進口,週六,3033
2018,國3北向,非主線資料,古坑系統,雲林縣,出口,週六,2839
2018,國3北向,非主線資料,古坑系統,雲林縣,進口,週六,5476
