年月,年,月,行業別,用電量
2025年5月,2025,5,管線運輸,2436.8
2025年5月,2025,5,能源部門自用,1424518.8
2025年5月,2025,5,農業部門,274609.6
2025年6月,2025,6,全國用電量,23953602.6
2025年6月,2025,6,工業用電,13308101.5
2025年6月,2025,6,紡織成衣及服飾品製造業,311468.4
2025年6月,2025,6,紙漿、紙及紙製品製造業,262799.6
2025年6月,2025,6,化學材料及肥料製造業,2381928.4
2025年6月,2025,6,塑膠製品製造業,371394.5
2025年6月,2025,6,非金屬礦物製品製造業,469528.6
2025年6月,2025,6,基本金屬製造業,1370626.2
2025年6月,2025,6,金屬製品製造業,540082
2025年6月,2025,6,電子產品及電力設備製造業,5857629.2
2025年6月,2025,6,住宅用電,4247240.4
2025年6月,2025,6,服務業用電,4489734.3
2025年6月,2025,6,運輸及倉儲業,337310.5
2025年6月,2025,6,住宿及餐飲業,716435.3
2025年6月,2025,6,出版影音及資通訊業,361438
2025年6月,2025,6,金融及保險業,129676.9
2025年6月,2025,6,不動產業,78862.7
2025年6月,2025,6,醫療保健及社會工作服務業,328889.9
2025年6月,2025,6,藝術、娛樂及休閒服務業,143300.9
2025年6月,2025,6,運輸用電,163235.9
2025年6月,2025,6,公路,39107.5
2025年6月,2025,6,鐵路,121690.7
2025年6月,2025,6,管線運輸,2437.6
2025年6月,2025,6,能源部門自用,1451741.8
2025年6月,2025,6,農業部門,293548.4
2025年7月,2025,7,全國用電量,25629477.1
2025年7月,2025,7,工業用電,13826386.4
2025年7月,2025,7,紡織成衣及服飾品製造業,323414.9
2025年7月,2025,7,紙漿、紙及紙製品製造業,277329.4
2025年7月,2025,7,化學材料及肥料製造業,2431116.8
2025年7月,2025,7,塑膠製品製造業,382866.8
2025年7月,2025,7,非金屬礦物製品製造業,476027.9
2025年7月,2025,7,基本金屬製造業,1401897.9
2025年7月,2025,7,金屬製品製造業,567740.8
2025年7月,2025,7,電子產品及電力設備製造業,6114899.8
2025年7月,2025,7,住宅用電,5034616.2
2025年7月,2025,7,服務業用電,4836614.1
2025年7月,2025,7,運輸及倉儲業,370464.9
2025年7月,2025,7,住宿及餐飲業,813166.4
2025年7月,2025,7,出版影音及資通訊業,388251
2025年7月,2025,7,金融及保險業,141022.9
2025年7月,2025,7,不動產業,89360.1
2025年7月,2025,7,醫療保健及社會工作服務業,352437.7
2025年7月,2025,7,藝術、娛樂及休閒服務業,159274.8
2025年7月,2025,7,運輸用電,168775.6
2025年7月,2025,7,公路,40128
2025年7月,2025,7,鐵路,126338.8
2025年7月,2025,7,管線運輸,2308.8
2025年7月,2025,7,能源部門自用,1445871.3
2025年7月,2025,7,農業部門,317213.2
2025年8月,2025,8,全國用電量,26177903.6
2025年8月,2025,8,工業用電,13890580.1
2025年8月,2025,8,紡織成衣及服飾品製造業,323295.9
2025年8月,2025,8,紙漿、紙及紙製品製造業,262745.6
2025年8月,2025,8,化學材料及肥料製造業,2377298.7
2025年8月,2025,8,塑膠製品製造業,374249.8
2025年8月,2025,8,非金屬礦物製品製造業,475777.5
2025年8月,2025,8,基本金屬製造業,1466907.9
2025年8月,2025,8,金屬製品製造業,563337
2025年8月,2025,8,電子產品及電力設備製造業,6211466.1
2025年8月,2025,8,住宅用電,5431655.3
2025年8月,2025,8,服務業用電,4886755.4
2025年8月,2025,8,運輸及倉儲業,365070.1
2025年8月,2025,8,住宿及餐飲業,838818.3
2025年8月,2025,8,出版影音及資通訊業,396379.3
2025年8月,2025,8,金融及保險業,149351.8
2025年8月,2025,8,不動產業,88922.6
2025年8月,2025,8,醫療保健及社會工作服務業,354142.3
2025年8月,2025,8,藝術、娛樂及休閒服務業,165262
2025年8月,2025,8,運輸用電,172540
2025年8月,2025,8,公路,40698.3
2025年8月,2025,8,鐵路,129414.9
2025年8月,2025,8,管線運輸,2426.7
2025年8月,2025,8,能源部門自用,1476969.3
2025年8月,2025,8,農業部門,319403.3
2025年9月,2025,9,全國用電量,26054921.7
2025年9月,2025,9,工業用電,13481007
2025年9月,2025,9,紡織成衣及服飾品製造業,315213.1
2025年9月,2025,9,紙漿、紙及紙製品製造業,271615.9
2025年9月,2025,9,化學材料及肥料製造業,2328658.3
2025年9月,2025,9,塑膠製品製造業,363736.2
2025年9月,2025,9,非金屬礦物製品製造業,462598.9
2025年9月,2025,9,基本金屬製造業,1406143.4
2025年9月,2025,9,金屬製品製造業,542844.8
2025年9月,2025,9,電子產品及電力設備製造業,5977575.1
2025年9月,2025,9,住宅用電,5656986.2
2025年9月,2025,9,服務業用電,4914974.2
2025年9月,2025,9,運輸及倉儲業,359471.1
2025年9月,2025,9,住宿及餐飲業,828757.1
2025年9月,2025,9,出版影音及資通訊業,387338.1
2025年9月,2025,9,金融及保險業,149343
2025年9月,2025,9,不動產業,91924.4
2025年9月,2025,9,醫療保健及社會工作服務業,345303.8
2025年9月,2025,9,藝術、娛樂及休閒服務業,159455.1
2025年9月,2025,9,運輸用電,168149
2025年9月,2025,9,公路,41871.1
2025年9月,2025,9,鐵路,124043.8
2025年9月,2025,9,管線運輸,2234
2025年9月,2025,9,能源部門自用,1517903.5
2025年9月,2025,9,農業部門,315901.5
2025年10月,2025,10,全國用電量,26373338.5
2025年10月,2025,10,工業用電,13887847.1
2025年10月,2025,10,紡織成衣及服飾品製造業,303132.5
2025年10月,2025,10,紙漿、紙及紙製品製造業,282345.7
2025年10月,2025,10,化學材料及肥料製造業,2358895.8
2025年10月,2025,10,塑膠製品製造業,362666
2025年10月,2025,10,非金屬礦物製品製造業,457048.6
2025年10月,2025,10,基本金屬製造業,1416960.4
2025年10月,2025,10,金屬製品製造業,538779.6
2025年10月,2025,10,電子產品及電力設備製造業,6368301
2025年10月,2025,10,住宅用電,5642705.1
2025年10月,2025,10,服務業用電,4896333.1
2025年10月,2025,10,運輸及倉儲業,362307.4
2025年10月,2025,10,住宿及餐飲業,845554.6
2025年10月,2025,10,出版影音及資通訊業,398625.8
2025年10月,2025,10,金融及保險業,144697.4
2025年10月,2025,10,不動產業,86615.9
2025年10月,2025,10,醫療保健及社會工作服務業,341320.3
2025年10月,2025,10,藝術、娛樂及休閒服務業,160550.7
2025年10月,2025,10,運輸用電,168693.4
2025年10月,2025,10,公路,42350.4
2025年10月,2025,10,鐵路,124011.5
2025年10月,2025,10,管線運輸,2331.5
2025年10月,2025,10,能源部門自用,1438490.7
2025年10月,2025,10,農業部門,339268.8
2025年11月,2025,11,全國用電量,24381979.6
2025年11月,2025,11,工業用電,12973660.8
2025年11月,2025,11,紡織成衣及服飾品製造業,284138.7
2025年11月,2025,11,紙漿、紙及紙製品製造業,263169.7
2025年11月,2025,11,化學材料及肥料製造業,2253115
2025年11月,2025,11,塑膠製品製造業,342192.3
2025年11月,2025,11,非金屬礦物製品製造業,432476.8
2025年11月,2025,11,基本金屬製造業,1316388.4
2025年11月,2025,11,金屬製品製造業,505443.1
2025年11月,2025,11,電子產品及電力設備製造業,5946634.7
2025年11月,2025,11,住宅用電,5306067.9
2025年11月,2025,11,服務業用電,4328759.5
2025年11月,2025,11,運輸及倉儲業,293190.3
2025年11月,2025,11,住宿及餐飲業,757725.9
2025年11月,2025,11,出版影音及資通訊業,364779.9
2025年11月,2025,11,金融及保險業,119722.4
2025年11月,2025,11,不動產業,77043.5
2025年11月,2025,11,醫療保健及社會工作服務業,284666.1
2025年11月,2025,11,藝術、娛樂及休閒服務業,137341.9
2025年11月,2025,11,運輸用電,177648.3
2025年11月,2025,11,公路,43345.1
2025年11月,2025,11,鐵路,132183.6
2025年11月,2025,11,管線運輸,2119.5
2025年11月,2025,11,能源部門自用,1297528.9
2025年11月,2025,11,農業部門,298314
2025年12月,2025,12,全國用電量,22362672.2
2025年12月,2025,12,工業用電,13054708.1
2025年12月,2025,12,紡織成衣及服飾品製造業,287200.5
2025年12月,2025,12,紙漿、紙及紙製品製造業,275127.5
2025年12月,2025,12,化學材料及肥料製造業,2250705.1
2025年12月,2025,12,塑膠製品製造業,351746.2
2025年12月,2025,12,非金屬礦物製品製造業,464504.3
2025年12月,2025,12,基本金屬製造業,1365877.8
2025年12月,2025,12,金屬製品製造業,518080.1
2025年12月,2025,12,電子產品及電力設備製造業,5924354.9
2025年12月,2025,12,住宅用電,3931499.6
2025年12月,2025,12,服務業用電,3686744.1
2025年12月,2025,12,運輸及倉儲業,270672.2
2025年12月,2025,12,住宿及餐飲業,617042.8
2025年12月,2025,12,出版影音及資通訊業,355366.3
2025年12月,2025,12,金融及保險業,108644.9
2025年12月,2025,12,不動產業,65453.5
2025年12月,2025,12,醫療保健及社會工作服務業,260541.1
2025年12月,2025,12,藝術、娛樂及休閒服務業,117036.1
2025年12月,2025,12,運輸用電,183168.6
2025年12月,2025,12,公路,45856.5
2025年12月,2025,12,鐵路,134960.8
2025年12月,2025,12,管線運輸,2351.2
2025年12月,2025,12,能源部門自用,1254789.6
2025年12月,2025,12,農業部門,251762
2026年1月,2026,1,全國用電量,21782489.4
2026年1月,2026,1,工業用電,12931512.9
2026年1月,2026,1,紡織成衣及服飾品製造業,285201.8
2026年1月,2026,1,紙漿、紙及紙製品製造業,262910.5
2026年1月,2026,1,化學材料及肥料製造業,2359387
2026年1月,2026,1,塑膠製品製造業,353522.9
2026年1月,2026,1,非金屬礦物製品製造業,468251.6
2026年1月,2026,1,基本金屬製造業,1387090.5
2026年1月,2026,1,金屬製品製造業,506242.4
2026年1月,2026,1,電子產品及電力設備製造業,5696912
2026年1月,2026,1,住宅用電,3539879.4
2026年1月,2026,1,服務業用電,3546716
2026年1月,2026,1,運輸及倉儲業,249945.6
2026年1月,2026,1,住宿及餐飲業,569797.8
2026年1月,2026,1,出版影音及資通訊業,348417
2026年1月,2026,1,金融及保險業,100522.5
2026年1月,2026,1,不動產業,61827.3
2026年1月,2026,1,醫療保健及社會工作服務業,243786
2026年1月,2026,1,藝術、娛樂及休閒服務業,108455.3
2026年1月,2026,1,運輸用電,180580.7
2026年1月,2026,1,公路,46031
2026年1月,2026,1,鐵路,132197.2
2026年1月,2026,1,管線運輸,2352.5
2026年1月,2026,1,能源部門自用,1347692.4
2026年1月,2026,1,農業部門,236107.7
