年,縣市,行政區,店面數,土地面積,超商密度,月
2026,雲林縣,水林鄉,3,72.9582,0.041119,5
2026,雲林縣,北港鎮,9,41.4999,0.216868,5
2026,雲林縣,古坑鄉,9,166.6059,0.054020,5
2026,雲林縣,四湖鄉,5,77.1189,0.064835,5
2026,雲林縣,西螺鎮,24,49.7985,0.481942,5
2026,雲林縣,東勢鄉,1,48.3562,0.020680,5
2026,雲林縣,林內鄉,3,37.6035,0.079780,5
2026,雲林縣,虎尾鎮,45,68.7420,0.654622,5
2026,雲林縣,崙背鄉,5,58.4840,0.085493,5
2026,雲林縣,麥寮鄉,13,80.1668,0.162162,5
2026,雲林縣,莿桐鄉,9,50.8502,0.176990,5
2026,雲林縣,臺西鄉,6,54.0983,0.110909,5
2026,雲林縣,褒忠鄉,4,37.0552,0.107947,5
2026,新北市,八里區,38,39.4933,0.962188,5
2026,新北市,三芝區,6,65.9909,0.090922,5
2026,新北市,三重區,219,16.3170,13.421585,5
2026,新北市,三峽區,55,191.4508,0.287280,5
2026,新北市,土城區,111,29.5578,3.755354,5
2026,新北市,中和區,189,20.1440,9.382447,5
2026,新北市,五股區,54,34.8632,1.548911,5
2026,新北市,平溪區,4,71.3382,0.056071,5
2026,新北市,永和區,77,5.7138,13.476146,5
2026,新北市,石門區,3,51.2645,0.058520,5
2026,新北市,石碇區,2,144.3498,0.013855,5
2026,新北市,汐止區,112,71.2354,1.572252,5
2026,新北市,坪林區,2,170.8350,0.011707,5
2026,新北市,林口區,77,54.1519,1.421926,5
2026,新北市,板橋區,270,23.1373,11.669469,5
2026,新北市,金山區,6,49.2132,0.121919,5
2026,新北市,泰山區,33,19.1603,1.722311,5
2026,新北市,烏來區,2,321.1306,0.006228,5
2026,新北市,貢寮區,6,99.9734,0.060016,5
2026,新北市,淡水區,130,70.6565,1.839887,5
2026,新北市,深坑區,10,20.5787,0.485939,5
2026,新北市,新店區,153,120.2255,1.272609,5
2026,新北市,新莊區,184,19.7383,9.321978,5
2026,新北市,瑞芳區,17,70.7336,0.240338,5
2026,新北市,萬里區,7,63.3766,0.110451,5
2026,新北市,樹林區,78,33.1288,2.354447,5
2026,新北市,蘆洲區,96,7.4351,12.911729,5
2026,新北市,鶯歌區,39,21.1248,1.846171,5
2026,新竹市,北區,75,15.7267,4.768960,5
2026,新竹市,東區,127,33.5768,3.782373,5
2026,新竹市,香山區,38,54.8491,0.692810,5
2026,新竹縣,五峰鄉,1,227.7280,0.004391,5
2026,新竹縣,北埔鄉,4,50.6676,0.078946,5
2026,新竹縣,尖石鄉,1,527.5795,0.001895,5
2026,新竹縣,竹北市,158,46.8341,3.373610,5
2026,新竹縣,竹東鎮,37,53.5133,0.691417,5
2026,新竹縣,芎林鄉,8,40.7858,0.196147,5
2026,新竹縣,峨眉鄉,1,46.8010,0.021367,5
2026,新竹縣,湖口鄉,69,58.4303,1.180894,5
2026,新竹縣,新埔鎮,24,72.1911,0.332451,5
2026,新竹縣,新豐鄉,26,46.3496,0.560954,5
2026,新竹縣,橫山鄉,3,66.3502,0.045215,5
2026,新竹縣,關西鎮,6,125.5193,0.047801,5
2026,新竹縣,寶山鄉,8,64.7871,0.123481,5
2026,嘉義市,西區,63,29.8700,2.109140,5
2026,嘉義市,東區,49,30.1556,1.624906,5
2026,嘉義縣,大林鎮,16,64.1663,0.249352,5
2026,嘉義縣,大埔鄉,1,173.2472,0.005772,5
2026,嘉義縣,中埔鄉,14,129.5016,0.108107,5
2026,嘉義縣,六腳鄉,3,62.2619,0.048184,5
2026,嘉義縣,太保市,12,66.8964,0.179382,5
2026,嘉義縣,水上鄉,15,69.1198,0.217015,5
2026,嘉義縣,布袋鎮,9,61.7307,0.145795,5
2026,嘉義縣,民雄鄉,30,85.4969,0.350890,5
2026,嘉義縣,朴子市,17,49.5737,0.342924,5
2026,嘉義縣,竹崎鄉,3,162.2256,0.018493,5
2026,嘉義縣,東石鄉,6,81.5821,0.073546,5
2026,嘉義縣,梅山鄉,5,119.7571,0.041751,5
2026,嘉義縣,鹿草鄉,3,54.3151,0.055233,5
2026,嘉義縣,番路鄉,4,117.5269,0.034035,5
2026,嘉義縣,新港鄉,9,66.0495,0.136261,5
2026,嘉義縣,義竹鄉,3,79.2925,0.037835,5
2026,彰化縣,二水鄉,6,29.4449,0.203770,5
2026,彰化縣,二林鎮,19,92.8478,0.204636,5
2026,彰化縣,大村鄉,9,30.7837,0.292363,5
2026,彰化縣,大城鄉,2,63.7406,0.031377,5
2026,彰化縣,北斗鎮,10,19.2547,0.519354,5
2026,彰化縣,永靖鄉,12,20.6382,0.581446,5
2026,彰化縣,田中鎮,16,34.6056,0.462353,5
2026,彰化縣,田尾鄉,4,24.0375,0.166407,5
2026,彰化縣,竹塘鄉,3,42.1662,0.071147,5
2026,彰化縣,伸港鄉,5,22.3268,0.223946,5
2026,彰化縣,秀水鄉,6,29.3447,0.204466,5
2026,彰化縣,和美鎮,36,39.9345,0.901476,5
2026,彰化縣,社頭鄉,16,36.1449,0.442663,5
2026,彰化縣,芳苑鄉,9,91.3827,0.098487,5
2026,彰化縣,花壇鄉,15,36.3469,0.412690,5
2026,彰化縣,芬園鄉,3,38.0204,0.078905,5
2026,彰化縣,員林市,44,40.0380,1.098956,5
2026,彰化縣,埔心鄉,9,20.9526,0.429541,5
2026,彰化縣,埔鹽鄉,6,38.6081,0.155408,5
2026,彰化縣,埤頭鄉,9,42.7508,0.210522,5
2026,彰化縣,鹿港鎮,33,39.4625,0.836237,5
2026,彰化縣,溪州鄉,12,75.8310,0.158247,5
2026,彰化縣,溪湖鎮,11,32.0592,0.343115,5
2026,彰化縣,彰化市,83,65.6947,1.263420,5
2026,彰化縣,福興鄉,13,49.8934,0.260556,5
2026,彰化縣,線西鄉,5,18.0856,0.276463,5
2026,臺中市,大甲區,30,58.5192,0.512652,5
2026,臺中市,大安區,4,27.4045,0.145961,5
2026,臺中市,大肚區,22,37.0024,0.594556,5
2026,臺中市,大里區,83,28.8758,2.874379,5
2026,臺中市,大雅區,34,32.4109,1.049030,5
2026,臺中市,中區,24,0.8803,27.263433,5
2026,臺中市,太平區,77,120.7473,0.637695,5
2026,臺中市,北屯區,148,62.7034,2.360319,5
2026,臺中市,北區,75,6.9376,10.810655,5
2026,臺中市,外埔區,3,42.4099,0.070738,5
2026,臺中市,石岡區,5,18.2105,0.274567,5
2026,臺中市,后里區,25,58.9439,0.424132,5
2026,臺中市,西屯區,151,39.8467,3.789523,5
2026,臺中市,西區,49,5.7042,8.590162,5
2026,臺中市,沙鹿區,54,40.4604,1.334638,5
2026,臺中市,和平區,4,1037.8199,0.003854,5
2026,臺中市,東區,44,9.2855,4.738571,5
2026,臺中市,東勢區,13,117.4065,0.110726,5
2026,臺中市,南屯區,80,31.2578,2.559361,5
2026,臺中市,南區,51,6.8101,7.488877,5
2026,臺中市,烏日區,45,43.4032,1.036790,5
2026,臺中市,神岡區,28,35.0445,0.798984,5
2026,臺中市,梧棲區,48,16.6049,2.890713,5
2026,臺中市,清水區,35,64.1709,0.545419,5
2026,臺中市,新社區,5,68.8874,0.072582,5
2026,臺中市,潭子區,38,25.8497,1.470036,5
2026,臺中市,龍井區,32,38.0377,0.841271,5
2026,臺中市,豐原區,54,41.1845,1.311173,5
2026,臺中市,霧峰區,31,98.0779,0.316075,5
2026,臺北市,士林區,125,62.3682,2.004227,5
2026,臺北市,大同區,65,5.6815,11.440641,5
2026,臺北市,大安區,154,11.3614,13.554668,5
2026,臺北市,中山區,213,13.6821,15.567785,5
2026,臺北市,中正區,117,7.6071,15.380368,5
2026,臺北市,內湖區,168,31.5787,5.320042,5
2026,臺北市,文山區,97,31.5090,3.078485,5
2026,臺北市,北投區,84,56.8216,1.478311,5
2026,臺北市,松山區,131,9.2878,14.104524,5
2026,臺北市,信義區,111,11.2077,9.903906,5
2026,臺北市,南港區,71,21.8424,3.250559,5
2026,臺北市,萬華區,98,8.8522,11.070695,5
2026,臺東縣,大武鄉,1,69.1454,0.014462,5
2026,臺東縣,太麻里鄉,4,96.6523,0.041385,5
2026,臺東縣,成功鎮,3,143.9939,0.020834,5
2026,臺東縣,池上鄉,3,82.6854,0.036282,5
2026,臺東縣,卑南鄉,2,412.6871,0.004846,5
2026,臺東縣,延平鄉,1,455.8805,0.002194,5
2026,臺東縣,東河鄉,1,210.1908,0.004758,5
2026,臺東縣,金峰鄉,1,380.6635,0.002627,5
2026,臺東縣,海端鄉,1,880.0382,0.001136,5
2026,臺東縣,鹿野鄉,2,89.6980,0.022297,5
2026,臺東縣,達仁鄉,2,306.4454,0.006526,5
2026,臺東縣,臺東市,43,109.7691,0.391731,5
2026,臺東縣,關山鎮,3,58.7351,0.051077,5
2026,臺東縣,蘭嶼鄉,2,48.3892,0.041332,5
2026,臺南市,七股區,4,110.1492,0.036314,5
2026,臺南市,下營區,3,33.5291,0.089475,5
2026,臺南市,大內區,2,70.3125,0.028444,5
2026,臺南市,山上區,2,27.8780,0.071741,5
2026,臺南市,中西區,40,6.2600,6.389776,5
2026,臺南市,仁德區,31,50.7664,0.610640,5
2026,臺南市,六甲區,7,67.5471,0.103631,5
2026,臺南市,北門區,1,44.1003,0.022676,5
2026,臺南市,北區,41,10.4340,3.929461,5
2026,臺南市,永康區,115,40.2753,2.855348,5
2026,臺南市,玉井區,4,76.3662,0.052379,5
2026,臺南市,白河區,9,126.4046,0.071200,5
2026,臺南市,安平區,35,11.0663,3.162755,5
2026,臺南市,安定區,17,31.2700,0.543652,5
2026,臺南市,安南區,61,107.2016,0.569021,5
2026,臺南市,西港區,6,33.7666,0.177690,5
2026,臺南市,佳里區,25,38.9422,0.641977,5
2026,臺南市,官田區,5,70.7953,0.070626,5
2026,臺南市,東山區,6,124.9178,0.048032,5
2026,臺南市,東區,68,13.4156,5.068726,5
2026,臺南市,南化區,2,171.5198,0.011660,5
2026,臺南市,南區,54,27.2681,1.980336,5
2026,臺南市,後壁區,7,72.2189,0.096928,5
2026,臺南市,柳營區,5,61.2929,0.081576,5
2026,臺南市,將軍區,2,41.9796,0.047642,5
2026,臺南市,麻豆區,20,53.9744,0.370546,5
2026,臺南市,善化區,24,55.3097,0.433920,5
2026,臺南市,新化區,14,62.0579,0.225596,5
2026,臺南市,新市區,23,47.8096,0.481075,5
2026,臺南市,新營區,20,38.5386,0.518960,5
2026,臺南市,楠西區,3,109.6316,0.027364,5
2026,臺南市,學甲區,7,53.9919,0.129649,5
2026,臺南市,龍崎區,3,64.0814,0.046815,5
2026,臺南市,歸仁區,23,55.7913,0.412251,5
2026,臺南市,關廟區,9,53.6413,0.167781,5
2026,臺南市,鹽水區,4,52.2455,0.076562,5
2026,澎湖縣,七美鄉,1,6.9868,0.143127,5
2026,澎湖縣,白沙鄉,2,20.0875,0.099564,5
2026,澎湖縣,西嶼鄉,2,18.7148,0.106867,5
2026,澎湖縣,馬公市,35,33.9918,1.029660,5
2026,澎湖縣,望安鄉,1,13.7824,0.072556,5
2026,澎湖縣,湖西鄉,3,33.3008,0.090088,5
2026,宜蘭縣,三星鄉,9,144.2238,0.062403,6
2026,宜蘭縣,大同鄉,2,657.5442,0.003042,6
2026,宜蘭縣,五結鄉,14,38.8671,0.360202,6
2026,宜蘭縣,冬山鄉,17,79.8573,0.212880,6
2026,宜蘭縣,壯圍鄉,7,38.4769,0.181927,6
2026,宜蘭縣,宜蘭市,57,29.4080,1.938248,6
2026,宜蘭縣,南澳鄉,3,740.6520,0.004050,6
2026,宜蘭縣,員山鄉,5,111.9106,0.044679,6
2026,宜蘭縣,頭城鎮,16,100.8930,0.158584,6
2026,宜蘭縣,礁溪鄉,16,101.4278,0.157748,6
2026,宜蘭縣,羅東鎮,37,11.3448,3.261406,6
2026,宜蘭縣,蘇澳鎮,24,89.0196,0.269604,6
2026,花蓮縣,玉里鎮,7,252.3719,0.027737,6
2026,花蓮縣,光復鄉,3,157.1100,0.019095,6
2026,花蓮縣,吉安鄉,24,65.2582,0.367770,6
2026,花蓮縣,秀林鄉,6,1641.8600,0.003654,6
2026,花蓮縣,卓溪鄉,1,1021.3100,0.000979,6
2026,花蓮縣,花蓮市,42,29.4095,1.428110,6
2026,花蓮縣,富里鄉,2,176.3705,0.011340,6
2026,花蓮縣,新城鄉,8,29.4095,0.272021,6
2026,花蓮縣,瑞穗鄉,3,135.5862,0.022126,6
2026,花蓮縣,壽豐鄉,7,218.4448,0.032045,6
2026,花蓮縣,鳳林鎮,5,120.5181,0.041488,6
2026,花蓮縣,豐濱鄉,1,162.4332,0.006156,6
2026,金門縣,金沙鎮,3,41.1900,0.072833,6
2026,金門縣,金城鎮,12,21.7130,0.552664,6
2026,金門縣,金湖鎮,12,41.6960,0.287797,6
2026,金門縣,金寧鄉,7,29.8540,0.234474,6
2026,金門縣,烈嶼鄉,2,16.0030,0.124977,6
2026,南投縣,中寮鄉,1,146.6541,0.006819,6
2026,南投縣,仁愛鄉,7,1273.5300,0.005497,6
2026,南投縣,水里鄉,3,106.8424,0.028079,6
2026,南投縣,名間鄉,9,83.0955,0.108309,6
2026,南投縣,竹山鎮,19,247.3339,0.076819,6
2026,南投縣,信義鄉,1,1422.4200,0.000703,6
2026,南投縣,南投市,36,71.6021,0.502779,6
2026,南投縣,埔里鎮,37,162.2227,0.228082,6
2026,南投縣,草屯鎮,30,104.0327,0.288371,6
2026,南投縣,國姓鄉,5,175.7042,0.028457,6
2026,南投縣,魚池鄉,11,121.3735,0.090629,6
2026,南投縣,鹿谷鄉,8,141.8981,0.056378,6
2026,南投縣,集集鎮,2,49.7268,0.040220,6
2026,屏東縣,九如鄉,11,42.0187,0.261788,6
2026,屏東縣,三地門鄉,1,196.3965,0.005092,6
2026,屏東縣,內埔鄉,30,81.8554,0.366500,6
2026,屏東縣,竹田鄉,3,29.0732,0.103188,6
2026,屏東縣,牡丹鄉,2,181.8366,0.010999,6
2026,屏東縣,車城鄉,8,49.8517,0.160476,6
2026,屏東縣,里港鄉,4,68.9208,0.058038,6
2026,屏東縣,佳冬鄉,5,30.9842,0.161373,6
2026,屏東縣,來義鄉,1,167.7756,0.005960,6
2026,屏東縣,枋山鄉,5,17.2697,0.289524,6
2026,屏東縣,枋寮鄉,10,57.7347,0.173206,6
2026,屏東縣,東港鎮,22,29.4635,0.746687,6
2026,屏東縣,林邊鄉,3,15.6233,0.192021,6
2026,屏東縣,長治鄉,14,39.8861,0.350999,6
2026,屏東縣,南州鄉,4,18.9700,0.210859,6
2026,屏東縣,屏東市,63,65.0670,0.968233,6
2026,屏東縣,恆春鎮,21,136.7630,0.153550,6
2026,屏東縣,崁頂鄉,5,31.2659,0.159919,6
2026,屏東縣,泰武鄉,1,118.6266,0.008430,6
2026,屏東縣,琉球鄉,2,6.8018,0.294040,6
2026,屏東縣,高樹鄉,4,90.1522,0.044369,6
2026,屏東縣,新埤鄉,4,59.0102,0.067785,6
2026,屏東縣,新園鄉,10,38.3109,0.261022,6
2026,屏東縣,獅子鄉,1,301.0018,0.003322,6
2026,屏東縣,萬丹鄉,16,57.4679,0.278416,6
2026,屏東縣,萬巒鄉,7,60.7315,0.115261,6
2026,屏東縣,滿州鄉,2,142.2013,0.014065,6
2026,屏東縣,瑪家鄉,2,78.7008,0.025413,6
2026,屏東縣,潮州鎮,27,42.4331,0.636296,6
2026,屏東縣,霧臺鄉,1,278.7960,0.003587,6
2026,屏東縣,麟洛鄉,2,16.2600,0.123001,6
2026,屏東縣,鹽埔鄉,6,64.3493,0.093241,6
2026,苗栗縣,三義鄉,7,69.3424,0.100948,6
2026,苗栗縣,三灣鄉,3,52.2964,0.057365,6
2026,苗栗縣,大湖鄉,6,90.8396,0.066050,6
2026,苗栗縣,公館鄉,9,71.4523,0.125958,6
2026,苗栗縣,竹南鎮,56,37.5592,1.490980,6
2026,苗栗縣,西湖鄉,2,41.0758,0.048690,6
2026,苗栗縣,卓蘭鎮,6,76.3153,0.078621,6
2026,苗栗縣,南庄鄉,3,165.4938,0.018128,6
2026,苗栗縣,後龍鎮,13,75.8079,0.171486,6
2026,苗栗縣,苗栗市,43,37.8878,1.134930,6
2026,苗栗縣,苑裡鎮,22,68.2473,0.322357,6
2026,苗栗縣,泰安鄉,3,614.5127,0.004882,6
2026,苗栗縣,通霄鎮,7,107.8486,0.064906,6
2026,苗栗縣,造橋鄉,4,47.9978,0.083337,6
2026,苗栗縣,獅潭鄉,2,79.4324,0.025179,6
2026,苗栗縣,銅鑼鄉,7,78.3805,0.089308,6
2026,苗栗縣,頭份市,60,53.3205,1.125271,6
2026,苗栗縣,頭屋鄉,5,52.5046,0.095230,6
2026,桃園市,八德區,102,33.7111,3.025709,6
2026,桃園市,大園區,55,87.3925,0.629345,6
2026,桃園市,大溪區,34,105.1206,0.323438,6
2026,桃園市,中壢區,253,76.5200,3.306325,6
2026,桃園市,平鎮區,98,47.7532,2.052218,6
2026,桃園市,桃園區,234,34.8046,6.723249,6
2026,桃園市,復興區,3,350.7775,0.008552,6
2026,桃園市,新屋區,18,85.0166,0.211723,6
2026,桃園市,楊梅區,88,89.1229,0.987401,6
2026,桃園市,龍潭區,62,75.2341,0.824094,6
2026,桃園市,龜山區,132,72.0177,1.832883,6
2026,桃園市,蘆竹區,109,75.5025,1.443661,6
2026,桃園市,觀音區,41,87.9807,0.466011,6
2026,高雄市,三民區,112,19.7866,5.660396,6
2026,高雄市,大社區,15,26.5848,0.564232,6
2026,高雄市,大寮區,53,71.0400,0.746059,6
2026,高雄市,大樹區,16,66.9811,0.238873,6
2026,高雄市,小港區,45,45.4426,0.990260,6
2026,高雄市,仁武區,54,36.0808,1.496641,6
2026,高雄市,內門區,3,95.6224,0.031373,6
2026,高雄市,六龜區,2,194.1584,0.010301,6
2026,高雄市,左營區,86,19.3823,4.437038,6
2026,高雄市,永安區,1,22.6141,0.044220,6
2026,高雄市,田寮區,1,92.6802,0.010790,6
2026,高雄市,甲仙區,2,124.0340,0.016125,6
2026,高雄市,杉林區,2,104.0036,0.019230,6
2026,高雄市,那瑪夏區,1,252.9895,0.003953,6
2026,高雄市,岡山區,41,47.9421,0.855198,6
2026,高雄市,林園區,24,32.2860,0.743356,6
2026,高雄市,阿蓮區,8,34.6164,0.231104,6
2026,高雄市,前金區,23,1.8573,12.383567,6
2026,高雄市,前鎮區,75,19.1207,3.922450,6
2026,高雄市,美濃區,8,120.0316,0.066649,6
2026,高雄市,茄萣區,7,15.7624,0.444095,6
2026,高雄市,茂林區,2,194.0000,0.010309,6
2026,高雄市,苓雅區,78,8.1522,9.567970,6
2026,高雄市,桃源區,1,928.9800,0.001076,6
2026,高雄市,梓官區,11,11.5967,0.948546,6
2026,高雄市,鳥松區,20,24.5927,0.813249,6
2026,高雄市,湖內區,8,20.1615,0.396796,6
2026,高雄市,新興區,37,1.9764,18.720907,6
2026,高雄市,楠梓區,75,25.8276,2.903870,6
2026,高雄市,路竹區,22,48.4348,0.454219,6
2026,高雄市,鼓山區,76,14.7523,5.151739,6
2026,高雄市,旗山區,6,94.6122,0.063417,6
2026,高雄市,旗津區,4,1.7341,2.306672,6
2026,高雄市,鳳山區,126,26.7590,4.708696,6
2026,高雄市,橋頭區,17,25.9379,0.655412,6
2026,高雄市,燕巢區,9,65.3950,0.137625,6
2026,高雄市,彌陀區,5,14.7772,0.338359,6
2026,高雄市,鹽埕區,15,1.4161,10.592472,6
2026,基隆市,七堵區,30,56.2659,0.533183,6
2026,基隆市,中山區,19,10.5238,1.805432,6
2026,基隆市,中正區,31,10.2118,3.035704,6
2026,基隆市,仁愛區,33,4.2335,7.794969,6
2026,基隆市,安樂區,35,18.0250,1.941748,6
2026,基隆市,信義區,22,10.6706,2.061740,6
2026,基隆市,暖暖區,16,22.8283,0.700884,6
2026,連江縣,北竿鄉,4,9.9000,0.404040,6
2026,連江縣,東引鄉,1,3.8000,0.263158,6
2026,連江縣,南竿鄉,7,10.4000,0.673077,6
2026,連江縣,莒光鄉,1,4.7000,0.212766,6
2026,雲林縣,二崙鄉,6,59.5625,0.100735,6
2026,雲林縣,口湖鄉,5,80.4612,0.062142,6
2026,雲林縣,土庫鎮,12,49.0212,0.244792,6
2026,雲林縣,大埤鄉,4,44.9973,0.088894,6
2026,雲林縣,元長鄉,2,71.5872,0.027938,6
2026,雲林縣,斗六市,52,93.7151,0.554873,6
2026,雲林縣,斗南鎮,17,48.1505,0.353060,6
2026,雲林縣,水林鄉,3,72.9582,0.041119,6
2026,雲林縣,北港鎮,9,41.4999,0.216868,6
2026,雲林縣,古坑鄉,9,166.6059,0.054020,6
2026,雲林縣,四湖鄉,5,77.1189,0.064835,6
2026,雲林縣,西螺鎮,24,49.7985,0.481942,6
2026,雲林縣,東勢鄉,1,48.3562,0.020680,6
2026,雲林縣,林內鄉,3,37.6035,0.079780,6
2026,雲林縣,虎尾鎮,45,68.7420,0.654622,6
2026,雲林縣,崙背鄉,5,58.4840,0.085493,6
2026,雲林縣,麥寮鄉,13,80.1668,0.162162,6
2026,雲林縣,莿桐鄉,9,50.8502,0.176990,6
2026,雲林縣,臺西鄉,6,54.0983,0.110909,6
2026,雲林縣,褒忠鄉,4,37.0552,0.107947,6
2026,新北市,八里區,38,39.4933,0.962188,6
2026,新北市,三芝區,6,65.9909,0.090922,6
2026,新北市,三重區,219,16.3170,13.421585,6
2026,新北市,三峽區,55,191.4508,0.287280,6
2026,新北市,土城區,111,29.5578,3.755354,6
2026,新北市,中和區,189,20.1440,9.382447,6
2026,新北市,五股區,54,34.8632,1.548911,6
2026,新北市,平溪區,4,71.3382,0.056071,6
2026,新北市,永和區,77,5.7138,13.476146,6
2026,新北市,石門區,3,51.2645,0.058520,6
2026,新北市,石碇區,2,144.3498,0.013855,6
2026,新北市,汐止區,112,71.2354,1.572252,6
2026,新北市,坪林區,2,170.8350,0.011707,6
2026,新北市,林口區,77,54.1519,1.421926,6
2026,新北市,板橋區,270,23.1373,11.669469,6
2026,新北市,金山區,6,49.2132,0.121919,6
2026,新北市,泰山區,33,19.1603,1.722311,6
2026,新北市,烏來區,2,321.1306,0.006228,6
2026,新北市,貢寮區,6,99.9734,0.060016,6
2026,新北市,淡水區,130,70.6565,1.839887,6
2026,新北市,深坑區,10,20.5787,0.485939,6
2026,新北市,新店區,153,120.2255,1.272609,6
2026,新北市,新莊區,184,19.7383,9.321978,6
2026,新北市,瑞芳區,17,70.7336,0.240338,6
2026,新北市,萬里區,7,63.3766,0.110451,6
2026,新北市,樹林區,78,33.1288,2.354447,6
2026,新北市,蘆洲區,96,7.4351,12.911729,6
2026,新北市,鶯歌區,39,21.1248,1.846171,6
2026,新竹市,北區,75,15.7267,4.768960,6
2026,新竹市,東區,127,33.5768,3.782373,6
2026,新竹市,香山區,38,54.8491,0.692810,6
2026,新竹縣,五峰鄉,1,227.7280,0.004391,6
2026,新竹縣,北埔鄉,4,50.6676,0.078946,6
2026,新竹縣,尖石鄉,1,527.5795,0.001895,6
2026,新竹縣,竹北市,158,46.8341,3.373610,6
2026,新竹縣,竹東鎮,37,53.5133,0.691417,6
2026,新竹縣,芎林鄉,8,40.7858,0.196147,6
2026,新竹縣,峨眉鄉,1,46.8010,0.021367,6
2026,新竹縣,湖口鄉,69,58.4303,1.180894,6
2026,新竹縣,新埔鎮,24,72.1911,0.332451,6
2026,新竹縣,新豐鄉,26,46.3496,0.560954,6
2026,新竹縣,橫山鄉,3,66.3502,0.045215,6
2026,新竹縣,關西鎮,6,125.5193,0.047801,6
2026,新竹縣,寶山鄉,8,64.7871,0.123481,6
2026,嘉義市,西區,63,29.8700,2.109140,6
2026,嘉義市,東區,49,30.1556,1.624906,6
2026,嘉義縣,大林鎮,16,64.1663,0.249352,6
2026,嘉義縣,大埔鄉,1,173.2472,0.005772,6
2026,嘉義縣,中埔鄉,14,129.5016,0.108107,6
2026,嘉義縣,六腳鄉,3,62.2619,0.048184,6
2026,嘉義縣,太保市,12,66.8964,0.179382,6
2026,嘉義縣,水上鄉,15,69.1198,0.217015,6
2026,嘉義縣,布袋鎮,9,61.7307,0.145795,6
2026,嘉義縣,民雄鄉,30,85.4969,0.350890,6
2026,嘉義縣,朴子市,17,49.5737,0.342924,6
2026,嘉義縣,竹崎鄉,3,162.2256,0.018493,6
2026,嘉義縣,東石鄉,6,81.5821,0.073546,6
2026,嘉義縣,梅山鄉,5,119.7571,0.041751,6
2026,嘉義縣,鹿草鄉,3,54.3151,0.055233,6
2026,嘉義縣,番路鄉,4,117.5269,0.034035,6
2026,嘉義縣,新港鄉,9,66.0495,0.136261,6
2026,嘉義縣,義竹鄉,3,79.2925,0.037835,6
2026,彰化縣,二水鄉,6,29.4449,0.203770,6
2026,彰化縣,二林鎮,19,92.8478,0.204636,6
2026,彰化縣,大村鄉,9,30.7837,0.292363,6
2026,彰化縣,大城鄉,2,63.7406,0.031377,6
2026,彰化縣,北斗鎮,10,19.2547,0.519354,6
2026,彰化縣,永靖鄉,12,20.6382,0.581446,6
2026,彰化縣,田中鎮,16,34.6056,0.462353,6
2026,彰化縣,田尾鄉,4,24.0375,0.166407,6
2026,彰化縣,竹塘鄉,3,42.1662,0.071147,6
2026,彰化縣,伸港鄉,5,22.3268,0.223946,6
2026,彰化縣,秀水鄉,6,29.3447,0.204466,6
2026,彰化縣,和美鎮,36,39.9345,0.901476,6
2026,彰化縣,社頭鄉,16,36.1449,0.442663,6
2026,彰化縣,芳苑鄉,9,91.3827,0.098487,6
2026,彰化縣,花壇鄉,15,36.3469,0.412690,6
2026,彰化縣,芬園鄉,3,38.0204,0.078905,6
2026,彰化縣,員林市,44,40.0380,1.098956,6
2026,彰化縣,埔心鄉,9,20.9526,0.429541,6
2026,彰化縣,埔鹽鄉,6,38.6081,0.155408,6
2026,彰化縣,埤頭鄉,9,42.7508,0.210522,6
2026,彰化縣,鹿港鎮,33,39.4625,0.836237,6
2026,彰化縣,溪州鄉,12,75.8310,0.158247,6
2026,彰化縣,溪湖鎮,11,32.0592,0.343115,6
2026,彰化縣,彰化市,83,65.6947,1.263420,6
2026,彰化縣,福興鄉,13,49.8934,0.260556,6
2026,彰化縣,線西鄉,5,18.0856,0.276463,6
2026,臺中市,大甲區,30,58.5192,0.512652,6
2026,臺中市,大安區,4,27.4045,0.145961,6
2026,臺中市,大肚區,22,37.0024,0.594556,6
2026,臺中市,大里區,83,28.8758,2.874379,6
2026,臺中市,大雅區,34,32.4109,1.049030,6
2026,臺中市,中區,24,0.8803,27.263433,6
2026,臺中市,太平區,77,120.7473,0.637695,6
2026,臺中市,北屯區,148,62.7034,2.360319,6
2026,臺中市,北區,75,6.9376,10.810655,6
2026,臺中市,外埔區,3,42.4099,0.070738,6
2026,臺中市,石岡區,5,18.2105,0.274567,6
2026,臺中市,后里區,25,58.9439,0.424132,6
2026,臺中市,西屯區,151,39.8467,3.789523,6
2026,臺中市,西區,49,5.7042,8.590162,6
2026,臺中市,沙鹿區,54,40.4604,1.334638,6
2026,臺中市,和平區,4,1037.8199,0.003854,6
2026,臺中市,東區,44,9.2855,4.738571,6
2026,臺中市,東勢區,13,117.4065,0.110726,6
2026,臺中市,南屯區,80,31.2578,2.559361,6
2026,臺中市,南區,51,6.8101,7.488877,6
2026,臺中市,烏日區,45,43.4032,1.036790,6
2026,臺中市,神岡區,28,35.0445,0.798984,6
2026,臺中市,梧棲區,48,16.6049,2.890713,6
2026,臺中市,清水區,35,64.1709,0.545419,6
2026,臺中市,新社區,5,68.8874,0.072582,6
2026,臺中市,潭子區,38,25.8497,1.470036,6
2026,臺中市,龍井區,32,38.0377,0.841271,6
2026,臺中市,豐原區,54,41.1845,1.311173,6
2026,臺中市,霧峰區,31,98.0779,0.316075,6
2026,臺北市,士林區,125,62.3682,2.004227,6
2026,臺北市,大同區,65,5.6815,11.440641,6
2026,臺北市,大安區,154,11.3614,13.554668,6
