年,月,年月,居住地,年齡層,性別,旅客數,年月KEY
2024,4,2024-04-01,其他未列明(Unknow),1-12歲,男,0,202404
2024,5,2024-05-01,亞洲地區(Asia),1-12歲,男,33747,202405
2024,5,2024-05-01,非洲地區(Africa),1-12歲,男,0,202405
2024,5,2024-05-01,美洲地區(Americas),1-12歲,男,594,202405
2024,5,2024-05-01,大洋洲地區(Oceania),1-12歲,男,259,202405
2024,5,2024-05-01,歐洲地區(Europe),1-12歲,男,313,202405
2024,5,2024-05-01,其他未列明(Unknow),1-12歲,男,0,202405
2024,6,2024-06-01,亞洲地區(Asia),1-12歲,男,63911,202406
2024,6,2024-06-01,非洲地區(Africa),1-12歲,男,2,202406
2024,6,2024-06-01,美洲地區(Americas),1-12歲,男,2405,202406
2024,6,2024-06-01,大洋洲地區(Oceania),1-12歲,男,721,202406
2024,6,2024-06-01,歐洲地區(Europe),1-12歲,男,812,202406
2024,6,2024-06-01,其他未列明(Unknow),1-12歲,男,0,202406
2024,7,2024-07-01,亞洲地區(Asia),1-12歲,男,95325,202407
2024,7,2024-07-01,非洲地區(Africa),1-12歲,男,0,202407
2024,7,2024-07-01,美洲地區(Americas),1-12歲,男,4033,202407
2024,7,2024-07-01,大洋洲地區(Oceania),1-12歲,男,1477,202407
2024,7,2024-07-01,歐洲地區(Europe),1-12歲,男,1197,202407
2024,7,2024-07-01,其他未列明(Unknow),1-12歲,男,0,202407
2024,8,2024-08-01,亞洲地區(Asia),1-12歲,男,82728,202408
2024,8,2024-08-01,非洲地區(Africa),1-12歲,男,0,202408
2024,8,2024-08-01,美洲地區(Americas),1-12歲,男,2666,202408
2024,8,2024-08-01,大洋洲地區(Oceania),1-12歲,男,898,202408
2024,8,2024-08-01,歐洲地區(Europe),1-12歲,男,987,202408
2024,8,2024-08-01,其他未列明(Unknow),1-12歲,男,0,202408
2024,9,2024-09-01,亞洲地區(Asia),1-12歲,男,28732,202409
2024,9,2024-09-01,非洲地區(Africa),1-12歲,男,0,202409
2024,9,2024-09-01,美洲地區(Americas),1-12歲,男,646,202409
2024,9,2024-09-01,大洋洲地區(Oceania),1-12歲,男,242,202409
2024,9,2024-09-01,歐洲地區(Europe),1-12歲,男,271,202409
2024,9,2024-09-01,其他未列明(Unknow),1-12歲,男,0,202409
2024,10,2024-10-01,亞洲地區(Asia),1-12歲,男,31149,202410
2024,10,2024-10-01,非洲地區(Africa),1-12歲,男,2,202410
2024,10,2024-10-01,美洲地區(Americas),1-12歲,男,498,202410
2024,10,2024-10-01,大洋洲地區(Oceania),1-12歲,男,359,202410
2024,10,2024-10-01,歐洲地區(Europe),1-12歲,男,201,202410
2024,10,2024-10-01,其他未列明(Unknow),1-12歲,男,97,202410
2024,11,2024-11-01,亞洲地區(Asia),1-12歲,男,26964,202411
2024,11,2024-11-01,非洲地區(Africa),1-12歲,男,1,202411
2024,11,2024-11-01,美洲地區(Americas),1-12歲,男,483,202411
2024,11,2024-11-01,大洋洲地區(Oceania),1-12歲,男,223,202411
2024,11,2024-11-01,歐洲地區(Europe),1-12歲,男,171,202411
2024,11,2024-11-01,其他未列明(Unknow),1-12歲,男,78,202411
2024,12,2024-12-01,亞洲地區(Asia),1-12歲,男,33095,202412
2024,12,2024-12-01,非洲地區(Africa),1-12歲,男,2,202412
2024,12,2024-12-01,美洲地區(Americas),1-12歲,男,950,202412
2024,12,2024-12-01,大洋洲地區(Oceania),1-12歲,男,325,202412
2024,12,2024-12-01,歐洲地區(Europe),1-12歲,男,261,202412
2024,12,2024-12-01,其他未列明(Unknow),1-12歲,男,2,202412
2025,1,2025-01-01,亞洲地區(Asia),1-12歲,男,80609,202501
2025,1,2025-01-01,非洲地區(Africa),1-12歲,男,4,202501
2025,1,2025-01-01,美洲地區(Americas),1-12歲,男,2060,202501
2025,1,2025-01-01,大洋洲地區(Oceania),1-12歲,男,1197,202501
2025,1,2025-01-01,歐洲地區(Europe),1-12歲,男,654,202501
2025,1,2025-01-01,其他未列明(Unknow),1-12歲,男,0,202501
2025,2,2025-02-01,亞洲地區(Asia),1-12歲,男,52425,202502
2025,2,2025-02-01,非洲地區(Africa),1-12歲,男,3,202502
2025,2,2025-02-01,美洲地區(Americas),1-12歲,男,719,202502
2025,2,2025-02-01,大洋洲地區(Oceania),1-12歲,男,669,202502
2025,2,2025-02-01,歐洲地區(Europe),1-12歲,男,345,202502
2025,2,2025-02-01,其他未列明(Unknow),1-12歲,男,0,202502
2025,3,2025-03-01,亞洲地區(Asia),1-12歲,男,34226,202503
2025,3,2025-03-01,非洲地區(Africa),1-12歲,男,0,202503
2025,3,2025-03-01,美洲地區(Americas),1-12歲,男,682,202503
2025,3,2025-03-01,大洋洲地區(Oceania),1-12歲,男,395,202503
2025,3,2025-03-01,歐洲地區(Europe),1-12歲,男,249,202503
2025,3,2025-03-01,其他未列明(Unknow),1-12歲,男,118,202503
2025,4,2025-04-01,亞洲地區(Asia),1-12歲,男,45889,202504
2025,4,2025-04-01,非洲地區(Africa),1-12歲,男,0,202504
2025,4,2025-04-01,美洲地區(Americas),1-12歲,男,813,202504
2025,4,2025-04-01,大洋洲地區(Oceania),1-12歲,男,460,202504
2025,4,2025-04-01,歐洲地區(Europe),1-12歲,男,328,202504
2025,4,2025-04-01,其他未列明(Unknow),1-12歲,男,1,202504
2025,5,2025-05-01,亞洲地區(Asia),1-12歲,男,39952,202505
2025,5,2025-05-01,非洲地區(Africa),1-12歲,男,2,202505
2025,5,2025-05-01,美洲地區(Americas),1-12歲,男,686,202505
2025,5,2025-05-01,大洋洲地區(Oceania),1-12歲,男,402,202505
2025,5,2025-05-01,歐洲地區(Europe),1-12歲,男,322,202505
2025,5,2025-05-01,其他未列明(Unknow),1-12歲,男,1,202505
2025,6,2025-06-01,亞洲地區(Asia),1-12歲,男,56630,202506
2025,6,2025-06-01,非洲地區(Africa),1-12歲,男,0,202506
2025,6,2025-06-01,美洲地區(Americas),1-12歲,男,2344,202506
2025,6,2025-06-01,大洋洲地區(Oceania),1-12歲,男,797,202506
2025,6,2025-06-01,歐洲地區(Europe),1-12歲,男,791,202506
2025,6,2025-06-01,其他未列明(Unknow),1-12歲,男,2,202506
2025,7,2025-07-01,亞洲地區(Asia),1-12歲,男,100499,202507
2025,7,2025-07-01,非洲地區(Africa),1-12歲,男,0,202507
2025,7,2025-07-01,美洲地區(Americas),1-12歲,男,3912,202507
2025,7,2025-07-01,大洋洲地區(Oceania),1-12歲,男,1521,202507
2025,7,2025-07-01,歐洲地區(Europe),1-12歲,男,1231,202507
2025,7,2025-07-01,其他未列明(Unknow),1-12歲,男,3,202507
2025,8,2025-08-01,亞洲地區(Asia),1-12歲,男,88389,202508
2025,8,2025-08-01,非洲地區(Africa),1-12歲,男,1,202508
2025,8,2025-08-01,美洲地區(Americas),1-12歲,男,2630,202508
2025,8,2025-08-01,大洋洲地區(Oceania),1-12歲,男,1221,202508
2025,8,2025-08-01,歐洲地區(Europe),1-12歲,男,980,202508
2025,8,2025-08-01,其他未列明(Unknow),1-12歲,男,2,202508
2025,9,2025-09-01,亞洲地區(Asia),1-12歲,男,30288,202509
2025,9,2025-09-01,非洲地區(Africa),1-12歲,男,0,202509
2025,9,2025-09-01,美洲地區(Americas),1-12歲,男,720,202509
2025,9,2025-09-01,大洋洲地區(Oceania),1-12歲,男,303,202509
2025,9,2025-09-01,歐洲地區(Europe),1-12歲,男,236,202509
2025,9,2025-09-01,其他未列明(Unknow),1-12歲,男,0,202509
2025,10,2025-10-01,亞洲地區(Asia),1-12歲,男,45943,202510
2025,10,2025-10-01,非洲地區(Africa),1-12歲,男,1,202510
2025,10,2025-10-01,美洲地區(Americas),1-12歲,男,735,202510
2025,10,2025-10-01,大洋洲地區(Oceania),1-12歲,男,455,202510
2025,10,2025-10-01,歐洲地區(Europe),1-12歲,男,248,202510
2025,10,2025-10-01,其他未列明(Unknow),1-12歲,男,0,202510
2025,11,2025-11-01,亞洲地區(Asia),1-12歲,男,30822,202511
2025,11,2025-11-01,非洲地區(Africa),1-12歲,男,1,202511
2025,11,2025-11-01,美洲地區(Americas),1-12歲,男,486,202511
2025,11,2025-11-01,大洋洲地區(Oceania),1-12歲,男,303,202511
2025,11,2025-11-01,歐洲地區(Europe),1-12歲,男,175,202511
2025,11,2025-11-01,其他未列明(Unknow),1-12歲,男,131,202511
2025,12,2025-12-01,亞洲地區(Asia),1-12歲,男,40273,202512
2025,12,2025-12-01,非洲地區(Africa),1-12歲,男,1,202512
2025,12,2025-12-01,美洲地區(Americas),1-12歲,男,978,202512
2025,12,2025-12-01,大洋洲地區(Oceania),1-12歲,男,383,202512
2025,12,2025-12-01,歐洲地區(Europe),1-12歲,男,323,202512
2025,12,2025-12-01,其他未列明(Unknow),1-12歲,男,3,202512
2026,1,2026-01-01,亞洲地區(Asia),1-12歲,男,73438,202601
2026,1,2026-01-01,非洲地區(Africa),1-12歲,男,3,202601
2026,1,2026-01-01,美洲地區(Americas),1-12歲,男,1606,202601
2026,1,2026-01-01,大洋洲地區(Oceania),1-12歲,男,1257,202601
2026,1,2026-01-01,歐洲地區(Europe),1-12歲,男,525,202601
2026,1,2026-01-01,其他未列明(Unknow),1-12歲,男,3,202601
2019,1,2019-01-01,亞洲地區(Asia),1-12歲,女,56138,201901
2019,1,2019-01-01,非洲地區(Africa),1-12歲,女,0,201901
2019,1,2019-01-01,美洲地區(Americas),1-12歲,女,1988,201901
2019,1,2019-01-01,大洋洲地區(Oceania),1-12歲,女,1158,201901
2019,1,2019-01-01,歐洲地區(Europe),1-12歲,女,630,201901
2019,1,2019-01-01,其他未列明(Unknow),1-12歲,女,0,201901
2019,2,2019-02-01,亞洲地區(Asia),1-12歲,女,53584,201902
2019,2,2019-02-01,非洲地區(Africa),1-12歲,女,0,201902
2019,2,2019-02-01,美洲地區(Americas),1-12歲,女,1059,201902
2019,2,2019-02-01,大洋洲地區(Oceania),1-12歲,女,729,201902
2019,2,2019-02-01,歐洲地區(Europe),1-12歲,女,309,201902
2019,2,2019-02-01,其他未列明(Unknow),1-12歲,女,123,201902
2019,3,2019-03-01,亞洲地區(Asia),1-12歲,女,29812,201903
2019,3,2019-03-01,非洲地區(Africa),1-12歲,女,0,201903
2019,3,2019-03-01,美洲地區(Americas),1-12歲,女,765,201903
2019,3,2019-03-01,大洋洲地區(Oceania),1-12歲,女,450,201903
2019,3,2019-03-01,歐洲地區(Europe),1-12歲,女,252,201903
2019,3,2019-03-01,其他未列明(Unknow),1-12歲,女,393,201903
2019,4,2019-04-01,亞洲地區(Asia),1-12歲,女,32936,201904
2019,4,2019-04-01,非洲地區(Africa),1-12歲,女,0,201904
2019,4,2019-04-01,美洲地區(Americas),1-12歲,女,891,201904
2019,4,2019-04-01,大洋洲地區(Oceania),1-12歲,女,477,201904
2019,4,2019-04-01,歐洲地區(Europe),1-12歲,女,234,201904
2019,4,2019-04-01,其他未列明(Unknow),1-12歲,女,256,201904
2019,5,2019-05-01,亞洲地區(Asia),1-12歲,女,33253,201905
2019,5,2019-05-01,非洲地區(Africa),1-12歲,女,0,201905
2019,5,2019-05-01,美洲地區(Americas),1-12歲,女,889,201905
2019,5,2019-05-01,大洋洲地區(Oceania),1-12歲,女,368,201905
2019,5,2019-05-01,歐洲地區(Europe),1-12歲,女,297,201905
2019,5,2019-05-01,其他未列明(Unknow),1-12歲,女,158,201905
2019,6,2019-06-01,亞洲地區(Asia),1-12歲,女,55478,201906
2019,6,2019-06-01,非洲地區(Africa),1-12歲,女,0,201906
2019,6,2019-06-01,美洲地區(Americas),1-12歲,女,2479,201906
2019,6,2019-06-01,大洋洲地區(Oceania),1-12歲,女,724,201906
2019,6,2019-06-01,歐洲地區(Europe),1-12歲,女,781,201906
2019,6,2019-06-01,其他未列明(Unknow),1-12歲,女,181,201906
2019,7,2019-07-01,亞洲地區(Asia),1-12歲,女,81095,201907
2019,7,2019-07-01,非洲地區(Africa),1-12歲,女,0,201907
2019,7,2019-07-01,美洲地區(Americas),1-12歲,女,3238,201907
2019,7,2019-07-01,大洋洲地區(Oceania),1-12歲,女,944,201907
2019,7,2019-07-01,歐洲地區(Europe),1-12歲,女,1223,201907
2019,7,2019-07-01,其他未列明(Unknow),1-12歲,女,164,201907
2019,8,2019-08-01,亞洲地區(Asia),1-12歲,女,64548,201908
2019,8,2019-08-01,非洲地區(Africa),1-12歲,女,0,201908
2019,8,2019-08-01,美洲地區(Americas),1-12歲,女,2405,201908
2019,8,2019-08-01,大洋洲地區(Oceania),1-12歲,女,1090,201908
2019,8,2019-08-01,歐洲地區(Europe),1-12歲,女,994,201908
2019,8,2019-08-01,其他未列明(Unknow),1-12歲,女,9,201908
2019,9,2019-09-01,亞洲地區(Asia),1-12歲,女,26461,201909
2019,9,2019-09-01,非洲地區(Africa),1-12歲,女,0,201909
2019,9,2019-09-01,美洲地區(Americas),1-12歲,女,952,201909
2019,9,2019-09-01,大洋洲地區(Oceania),1-12歲,女,341,201909
2019,9,2019-09-01,歐洲地區(Europe),1-12歲,女,272,201909
2019,9,2019-09-01,其他未列明(Unknow),1-12歲,女,58,201909
2019,10,2019-10-01,亞洲地區(Asia),1-12歲,女,33607,201910
2019,10,2019-10-01,非洲地區(Africa),1-12歲,女,0,201910
2019,10,2019-10-01,美洲地區(Americas),1-12歲,女,787,201910
2019,10,2019-10-01,大洋洲地區(Oceania),1-12歲,女,466,201910
2019,10,2019-10-01,歐洲地區(Europe),1-12歲,女,255,201910
2019,10,2019-10-01,其他未列明(Unknow),1-12歲,女,108,201910
2019,11,2019-11-01,亞洲地區(Asia),1-12歲,女,23450,201911
2019,11,2019-11-01,非洲地區(Africa),1-12歲,女,0,201911
2019,11,2019-11-01,美洲地區(Americas),1-12歲,女,655,201911
2019,11,2019-11-01,大洋洲地區(Oceania),1-12歲,女,337,201911
2019,11,2019-11-01,歐洲地區(Europe),1-12歲,女,202,201911
2019,11,2019-11-01,其他未列明(Unknow),1-12歲,女,240,201911
2019,12,2019-12-01,亞洲地區(Asia),1-12歲,女,25430,201912
2019,12,2019-12-01,非洲地區(Africa),1-12歲,女,0,201912
2019,12,2019-12-01,美洲地區(Americas),1-12歲,女,1070,201912
2019,12,2019-12-01,大洋洲地區(Oceania),1-12歲,女,437,201912
2019,12,2019-12-01,歐洲地區(Europe),1-12歲,女,284,201912
2019,12,2019-12-01,其他未列明(Unknow),1-12歲,女,145,201912
2020,1,2020-01-01,亞洲地區(Asia),1-12歲,女,57267,202001
2020,1,2020-01-01,非洲地區(Africa),1-12歲,女,0,202001
2020,1,2020-01-01,美洲地區(Americas),1-12歲,女,2102,202001
2020,1,2020-01-01,大洋洲地區(Oceania),1-12歲,女,1398,202001
2020,1,2020-01-01,歐洲地區(Europe),1-12歲,女,555,202001
2020,1,2020-01-01,其他未列明(Unknow),1-12歲,女,334,202001
2020,2,2020-02-01,亞洲地區(Asia),1-12歲,女,21618,202002
2020,2,2020-02-01,非洲地區(Africa),1-12歲,女,0,202002
2020,2,2020-02-01,美洲地區(Americas),1-12歲,女,849,202002
2020,2,2020-02-01,大洋洲地區(Oceania),1-12歲,女,696,202002
2020,2,2020-02-01,歐洲地區(Europe),1-12歲,女,255,202002
2020,2,2020-02-01,其他未列明(Unknow),1-12歲,女,105,202002
2020,3,2020-03-01,亞洲地區(Asia),1-12歲,女,2431,202003
2020,3,2020-03-01,非洲地區(Africa),1-12歲,女,0,202003
2020,3,2020-03-01,美洲地區(Americas),1-12歲,女,181,202003
2020,3,2020-03-01,大洋洲地區(Oceania),1-12歲,女,80,202003
2020,3,2020-03-01,歐洲地區(Europe),1-12歲,女,52,202003
2020,3,2020-03-01,其他未列明(Unknow),1-12歲,女,0,202003
2020,4,2020-04-01,亞洲地區(Asia),1-12歲,女,510,202004
2020,4,2020-04-01,非洲地區(Africa),1-12歲,女,0,202004
2020,4,2020-04-01,美洲地區(Americas),1-12歲,女,27,202004
2020,4,2020-04-01,大洋洲地區(Oceania),1-12歲,女,8,202004
2020,4,2020-04-01,歐洲地區(Europe),1-12歲,女,3,202004
2020,4,2020-04-01,其他未列明(Unknow),1-12歲,女,0,202004
2020,5,2020-05-01,亞洲地區(Asia),1-12歲,女,774,202005
2020,5,2020-05-01,非洲地區(Africa),1-12歲,女,0,202005
2020,5,2020-05-01,美洲地區(Americas),1-12歲,女,27,202005
2020,5,2020-05-01,大洋洲地區(Oceania),1-12歲,女,2,202005
2020,5,2020-05-01,歐洲地區(Europe),1-12歲,女,12,202005
2020,5,2020-05-01,其他未列明(Unknow),1-12歲,女,0,202005
2020,6,2020-06-01,亞洲地區(Asia),1-12歲,女,504,202006
2020,6,2020-06-01,非洲地區(Africa),1-12歲,女,0,202006
2020,6,2020-06-01,美洲地區(Americas),1-12歲,女,53,202006
2020,6,2020-06-01,大洋洲地區(Oceania),1-12歲,女,32,202006
2020,6,2020-06-01,歐洲地區(Europe),1-12歲,女,29,202006
2020,6,2020-06-01,其他未列明(Unknow),1-12歲,女,0,202006
2020,7,2020-07-01,亞洲地區(Asia),1-12歲,女,1065,202007
2020,7,2020-07-01,非洲地區(Africa),1-12歲,女,0,202007
2020,7,2020-07-01,美洲地區(Americas),1-12歲,女,129,202007
2020,7,2020-07-01,大洋洲地區(Oceania),1-12歲,女,10,202007
2020,7,2020-07-01,歐洲地區(Europe),1-12歲,女,57,202007
2020,7,2020-07-01,其他未列明(Unknow),1-12歲,女,0,202007
2020,8,2020-08-01,亞洲地區(Asia),1-12歲,女,1237,202008
2020,8,2020-08-01,非洲地區(Africa),1-12歲,女,0,202008
2020,8,2020-08-01,美洲地區(Americas),1-12歲,女,255,202008
2020,8,2020-08-01,大洋洲地區(Oceania),1-12歲,女,3,202008
2020,8,2020-08-01,歐洲地區(Europe),1-12歲,女,118,202008
2020,8,2020-08-01,其他未列明(Unknow),1-12歲,女,0,202008
2020,9,2020-09-01,亞洲地區(Asia),1-12歲,女,509,202009
2020,9,2020-09-01,非洲地區(Africa),1-12歲,女,0,202009
2020,9,2020-09-01,美洲地區(Americas),1-12歲,女,119,202009
2020,9,2020-09-01,大洋洲地區(Oceania),1-12歲,女,6,202009
2020,9,2020-09-01,歐洲地區(Europe),1-12歲,女,39,202009
2020,9,2020-09-01,其他未列明(Unknow),1-12歲,女,0,202009
2020,10,2020-10-01,亞洲地區(Asia),1-12歲,女,419,202010
2020,10,2020-10-01,非洲地區(Africa),1-12歲,女,0,202010
2020,10,2020-10-01,美洲地區(Americas),1-12歲,女,64,202010
2020,10,2020-10-01,大洋洲地區(Oceania),1-12歲,女,8,202010
2020,10,2020-10-01,歐洲地區(Europe),1-12歲,女,13,202010
2020,10,2020-10-01,其他未列明(Unknow),1-12歲,女,0,202010
2020,11,2020-11-01,亞洲地區(Asia),1-12歲,女,310,202011
2020,11,2020-11-01,非洲地區(Africa),1-12歲,女,0,202011
2020,11,2020-11-01,美洲地區(Americas),1-12歲,女,100,202011
2020,11,2020-11-01,大洋洲地區(Oceania),1-12歲,女,9,202011
2020,11,2020-11-01,歐洲地區(Europe),1-12歲,女,10,202011
2020,11,2020-11-01,其他未列明(Unknow),1-12歲,女,0,202011
2020,12,2020-12-01,亞洲地區(Asia),1-12歲,女,340,202012
2020,12,2020-12-01,非洲地區(Africa),1-12歲,女,1,202012
2020,12,2020-12-01,美洲地區(Americas),1-12歲,女,132,202012
2020,12,2020-12-01,大洋洲地區(Oceania),1-12歲,女,12,202012
2020,12,2020-12-01,歐洲地區(Europe),1-12歲,女,20,202012
2020,12,2020-12-01,其他未列明(Unknow),1-12歲,女,0,202012
2021,1,2021-01-01,亞洲地區(Asia),1-12歲,女,427,202101
2021,1,2021-01-01,非洲地區(Africa),1-12歲,女,1,202101
2021,1,2021-01-01,美洲地區(Americas),1-12歲,女,213,202101
2021,1,2021-01-01,大洋洲地區(Oceania),1-12歲,女,14,202101
2021,1,2021-01-01,歐洲地區(Europe),1-12歲,女,10,202101
2021,1,2021-01-01,其他未列明(Unknow),1-12歲,女,0,202101
2021,2,2021-02-01,亞洲地區(Asia),1-12歲,女,536,202102
2021,2,2021-02-01,非洲地區(Africa),1-12歲,女,0,202102
2021,2,2021-02-01,美洲地區(Americas),1-12歲,女,140,202102
2021,2,2021-02-01,大洋洲地區(Oceania),1-12歲,女,4,202102
2021,2,2021-02-01,歐洲地區(Europe),1-12歲,女,15,202102
2021,2,2021-02-01,其他未列明(Unknow),1-12歲,女,0,202102
2021,3,2021-03-01,亞洲地區(Asia),1-12歲,女,484,202103
2021,3,2021-03-01,非洲地區(Africa),1-12歲,女,0,202103
2021,3,2021-03-01,美洲地區(Americas),1-12歲,女,158,202103
2021,3,2021-03-01,大洋洲地區(Oceania),1-12歲,女,12,202103
2021,3,2021-03-01,歐洲地區(Europe),1-12歲,女,12,202103
2021,3,2021-03-01,其他未列明(Unknow),1-12歲,女,0,202103
2021,4,2021-04-01,亞洲地區(Asia),1-12歲,女,388,202104
2021,4,2021-04-01,非洲地區(Africa),1-12歲,女,0,202104
2021,4,2021-04-01,美洲地區(Americas),1-12歲,女,164,202104
2021,4,2021-04-01,大洋洲地區(Oceania),1-12歲,女,4,202104
2021,4,2021-04-01,歐洲地區(Europe),1-12歲,女,19,202104
2021,4,2021-04-01,其他未列明(Unknow),1-12歲,女,0,202104
2021,5,2021-05-01,亞洲地區(Asia),1-12歲,女,384,202105
2021,5,2021-05-01,非洲地區(Africa),1-12歲,女,1,202105
2021,5,2021-05-01,美洲地區(Americas),1-12歲,女,224,202105
2021,5,2021-05-01,大洋洲地區(Oceania),1-12歲,女,5,202105
2021,5,2021-05-01,歐洲地區(Europe),1-12歲,女,7,202105
2021,5,2021-05-01,其他未列明(Unknow),1-12歲,女,0,202105
2021,6,2021-06-01,亞洲地區(Asia),1-12歲,女,947,202106
2021,6,2021-06-01,非洲地區(Africa),1-12歲,女,0,202106
2021,6,2021-06-01,美洲地區(Americas),1-12歲,女,662,202106
2021,6,2021-06-01,大洋洲地區(Oceania),1-12歲,女,4,202106
2021,6,2021-06-01,歐洲地區(Europe),1-12歲,女,36,202106
2021,6,2021-06-01,其他未列明(Unknow),1-12歲,女,0,202106
2021,7,2021-07-01,亞洲地區(Asia),1-12歲,女,928,202107
2021,7,2021-07-01,非洲地區(Africa),1-12歲,女,1,202107
2021,7,2021-07-01,美洲地區(Americas),1-12歲,女,760,202107
2021,7,2021-07-01,大洋洲地區(Oceania),1-12歲,女,15,202107
2021,7,2021-07-01,歐洲地區(Europe),1-12歲,女,32,202107
2021,7,2021-07-01,其他未列明(Unknow),1-12歲,女,0,202107
2021,8,2021-08-01,亞洲地區(Asia),1-12歲,女,511,202108
2021,8,2021-08-01,非洲地區(Africa),1-12歲,女,0,202108
2021,8,2021-08-01,美洲地區(Americas),1-12歲,女,554,202108
2021,8,2021-08-01,大洋洲地區(Oceania),1-12歲,女,20,202108
2021,8,2021-08-01,歐洲地區(Europe),1-12歲,女,45,202108
2021,8,2021-08-01,其他未列明(Unknow),1-12歲,女,0,202108
2021,9,2021-09-01,亞洲地區(Asia),1-12歲,女,286,202109
2021,9,2021-09-01,非洲地區(Africa),1-12歲,女,0,202109
2021,9,2021-09-01,美洲地區(Americas),1-12歲,女,135,202109
2021,9,2021-09-01,大洋洲地區(Oceania),1-12歲,女,12,202109
2021,9,2021-09-01,歐洲地區(Europe),1-12歲,女,27,202109
2021,9,2021-09-01,其他未列明(Unknow),1-12歲,女,0,202109
2021,10,2021-10-01,亞洲地區(Asia),1-12歲,女,287,202110
2021,10,2021-10-01,非洲地區(Africa),1-12歲,女,0,202110
2021,10,2021-10-01,美洲地區(Americas),1-12歲,女,117,202110
2021,10,2021-10-01,大洋洲地區(Oceania),1-12歲,女,13,202110
2021,10,2021-10-01,歐洲地區(Europe),1-12歲,女,17,202110
2021,10,2021-10-01,其他未列明(Unknow),1-12歲,女,0,202110
2021,11,2021-11-01,亞洲地區(Asia),1-12歲,女,280,202111
