年月,年,月,行業別,用電量,年月KEY
2025-09-01,2025,9,出版影音及資通訊業,387338.09375,202509
2025-09-01,2025,9,金融及保險業,149343.0,202509
2025-09-01,2025,9,不動產業,91924.3984375,202509
2025-09-01,2025,9,醫療保健及社會工作服務業,345303.8125,202509
2025-09-01,2025,9,藝術、娛樂及休閒服務業,159455.09375,202509
2025-09-01,2025,9,運輸用電,168149.0,202509
2025-09-01,2025,9,公路,41871.1015625,202509
2025-09-01,2025,9,鐵路,124043.796875,202509
2025-09-01,2025,9,管線運輸,2234.0,202509
2025-09-01,2025,9,能源部門自用,1517903.5,202509
2025-09-01,2025,9,農業部門,315901.5,202509
2025-10-01,2025,10,全國用電量,26373338.0,202510
2025-10-01,2025,10,工業用電,13887847.0,202510
2025-10-01,2025,10,紡織成衣及服飾品製造業,303132.5,202510
2025-10-01,2025,10,紙漿、紙及紙製品製造業,282345.6875,202510
2025-10-01,2025,10,化學材料及肥料製造業,2358895.75,202510
2025-10-01,2025,10,塑膠製品製造業,362666.0,202510
2025-10-01,2025,10,非金屬礦物製品製造業,457048.59375,202510
2025-10-01,2025,10,基本金屬製造業,1416960.375,202510
2025-10-01,2025,10,金屬製品製造業,538779.625,202510
2025-10-01,2025,10,電子產品及電力設備製造業,6368301.0,202510
2025-10-01,2025,10,住宅用電,5642705.0,202510
2025-10-01,2025,10,服務業用電,4896333.0,202510
2025-10-01,2025,10,運輸及倉儲業,362307.40625,202510
2025-10-01,2025,10,住宿及餐飲業,845554.625,202510
2025-10-01,2025,10,出版影音及資通訊業,398625.8125,202510
2025-10-01,2025,10,金融及保險業,144697.40625,202510
2025-10-01,2025,10,不動產業,86615.8984375,202510
2025-10-01,2025,10,醫療保健及社會工作服務業,341320.3125,202510
2025-10-01,2025,10,藝術、娛樂及休閒服務業,160550.703125,202510
2025-10-01,2025,10,運輸用電,168693.40625,202510
2025-10-01,2025,10,公路,42350.3984375,202510
2025-10-01,2025,10,鐵路,124011.5,202510
2025-10-01,2025,10,管線運輸,2331.5,202510
2025-10-01,2025,10,能源部門自用,1438490.75,202510
2025-10-01,2025,10,農業部門,339268.8125,202510
2025-11-01,2025,11,全國用電量,24381980.0,202511
2025-11-01,2025,11,工業用電,12973661.0,202511
2025-11-01,2025,11,紡織成衣及服飾品製造業,284138.6875,202511
2025-11-01,2025,11,紙漿、紙及紙製品製造業,263169.6875,202511
2025-11-01,2025,11,化學材料及肥料製造業,2253115.0,202511
2025-11-01,2025,11,塑膠製品製造業,342192.3125,202511
2025-11-01,2025,11,非金屬礦物製品製造業,432476.8125,202511
2025-11-01,2025,11,基本金屬製造業,1316388.375,202511
2025-11-01,2025,11,金屬製品製造業,505443.09375,202511
2025-11-01,2025,11,電子產品及電力設備製造業,5946634.5,202511
2025-11-01,2025,11,住宅用電,5306068.0,202511
2025-11-01,2025,11,服務業用電,4328759.5,202511
2025-11-01,2025,11,運輸及倉儲業,293190.3125,202511
2025-11-01,2025,11,住宿及餐飲業,757725.875,202511
2025-11-01,2025,11,出版影音及資通訊業,364779.90625,202511
2025-11-01,2025,11,金融及保險業,119722.3984375,202511
2025-11-01,2025,11,不動產業,77043.5,202511
2025-11-01,2025,11,醫療保健及社會工作服務業,284666.09375,202511
2025-11-01,2025,11,藝術、娛樂及休閒服務業,137341.90625,202511
2025-11-01,2025,11,運輸用電,177648.296875,202511
2025-11-01,2025,11,公路,43345.1015625,202511
2025-11-01,2025,11,鐵路,132183.59375,202511
2025-11-01,2025,11,管線運輸,2119.5,202511
2025-11-01,2025,11,能源部門自用,1297528.875,202511
2025-11-01,2025,11,農業部門,298314.0,202511
2025-12-01,2025,12,全國用電量,22362672.0,202512
2025-12-01,2025,12,工業用電,13054708.0,202512
2025-12-01,2025,12,紡織成衣及服飾品製造業,287200.5,202512
2025-12-01,2025,12,紙漿、紙及紙製品製造業,275127.5,202512
2025-12-01,2025,12,化學材料及肥料製造業,2250705.0,202512
2025-12-01,2025,12,塑膠製品製造業,351746.1875,202512
2025-12-01,2025,12,非金屬礦物製品製造業,464504.3125,202512
2025-12-01,2025,12,基本金屬製造業,1365877.75,202512
2025-12-01,2025,12,金屬製品製造業,518080.09375,202512
2025-12-01,2025,12,電子產品及電力設備製造業,5924355.0,202512
2025-12-01,2025,12,住宅用電,3931499.5,202512
2025-12-01,2025,12,服務業用電,3686744.0,202512
2025-12-01,2025,12,運輸及倉儲業,270672.1875,202512
2025-12-01,2025,12,住宿及餐飲業,617042.8125,202512
2025-12-01,2025,12,出版影音及資通訊業,355366.3125,202512
2025-12-01,2025,12,金融及保險業,108644.8984375,202512
2025-12-01,2025,12,不動產業,65453.5,202512
2025-12-01,2025,12,醫療保健及社會工作服務業,260541.09375,202512
2025-12-01,2025,12,藝術、娛樂及休閒服務業,117036.1015625,202512
2025-12-01,2025,12,運輸用電,183168.59375,202512
2025-12-01,2025,12,公路,45856.5,202512
2025-12-01,2025,12,鐵路,134960.796875,202512
2025-12-01,2025,12,管線運輸,2351.199951171875,202512
2025-12-01,2025,12,能源部門自用,1254789.625,202512
2025-12-01,2025,12,農業部門,251762.0,202512
2026-01-01,2026,1,全國用電量,21782490.0,202601
2026-01-01,2026,1,工業用電,12931513.0,202601
2026-01-01,2026,1,紡織成衣及服飾品製造業,285201.8125,202601
2026-01-01,2026,1,紙漿、紙及紙製品製造業,262910.5,202601
2026-01-01,2026,1,化學材料及肥料製造業,2359387.0,202601
2026-01-01,2026,1,塑膠製品製造業,353522.90625,202601
2026-01-01,2026,1,非金屬礦物製品製造業,468251.59375,202601
2026-01-01,2026,1,基本金屬製造業,1387090.5,202601
2026-01-01,2026,1,金屬製品製造業,506242.40625,202601
2026-01-01,2026,1,電子產品及電力設備製造業,5696912.0,202601
2026-01-01,2026,1,住宅用電,3539879.5,202601
2026-01-01,2026,1,服務業用電,3546716.0,202601
2026-01-01,2026,1,運輸及倉儲業,249945.59375,202601
2026-01-01,2026,1,住宿及餐飲業,569797.8125,202601
2026-01-01,2026,1,出版影音及資通訊業,348417.0,202601
2026-01-01,2026,1,金融及保險業,100522.5,202601
2026-01-01,2026,1,不動產業,61827.30078125,202601
2026-01-01,2026,1,醫療保健及社會工作服務業,243786.0,202601
2026-01-01,2026,1,藝術、娛樂及休閒服務業,108455.296875,202601
2026-01-01,2026,1,運輸用電,180580.703125,202601
2026-01-01,2026,1,公路,46031.0,202601
2026-01-01,2026,1,鐵路,132197.203125,202601
2026-01-01,2026,1,管線運輸,2352.5,202601
2026-01-01,2026,1,能源部門自用,1347692.375,202601
2026-01-01,2026,1,農業部門,236107.703125,202601
